Studio,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
Ailey Studios,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823746&classDate=8/20/2023&clsLoc=1,ONLINE: Beginner Ballet,Mikhail Ilyin (1),none,1 hour & 30 minutes
Ailey Studios,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823763&classDate=8/20/2023&clsLoc=1,ONLINE: Pilates Fusion,Olivia Bowman-Jackson,none,1 hour
Ailey Studios,10:00 am  EDT,none,ONLINE: Zumba,Cancelled Today,none,1 hour
Ailey Studios,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823756&classDate=8/20/2023&clsLoc=1,ONLINE: Beginner Horton,Linda Celeste Sims,none,1 hour & 30 minutes
