BDC,10:30:00,Int Jazz,Adam Wedesky,none,2024-01-24,Jazz
Steps,11:00:00,Adv/Beg Jazz,Lobel,none,2024-01-24,Jazz
Gibney,12:00:00,Simonson Jazz,Leann Gioia,none,2024-01-24,Jazz
Steps,13:30:00,Int Jazz,Leggio,none,2024-01-24,Jazz
BDC,15:00:00,Adv Beg Jazz,Sheila Barker,none,2024-01-24,Jazz
Steps,15:00:00,Int Jazz,Adrian Lee,none,2024-01-24,Jazz
Cre8ivity NJ,15:45:00,Beg./Adv Beg. Jumps & Turns And Jazz Intensive,Shoshanna Babitt,none,2024-01-24,Jazz
Cre8ivity NJ,17:00:00,Int./Adv Jumps & Turns And Jazz Intensive,Shoshanna Babitt,none,2024-01-24,Jazz
BDC,18:00:00,Adv Beg Comm Jazz,Debbie Wilson,none,2024-01-24,Jazz
Steps,18:15:00,Adv/Int Jazz,Harvie,none,2024-01-24,Jazz
Cre8ivity NJ,19:00:00,Int Jumps & Turns And Jazz Intensive,Shoshanna Babitt,none,2024-01-24,Jazz
Steps,19:00:00,Adv/Beg Jazz,Plu Sayampol,none,2024-01-24,Jazz
Steps,20:00:00,Adv/Int Jazz,Roshe,none,2024-01-24,Jazz
Steps,20:30:00,Int/Adv Comm Jazz,"Williams, Jason",none,2024-01-24,Jazz
