Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,"6:00 pm EDT
LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=9486&classDate=4/18/2024&clsLoc=1,Online: EENIE MEENIE | CHUNG HA (Part 3),Winnie Chung,none,1 hour &20 minutes
ILoveDance,"7:30 pm EDT
LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=9426&classDate=4/18/2024&clsLoc=1,Online: TAP | TAEYONG (Part 3),Ying Dong,none,1 hour &20 minutes
