Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Adv Beg Ballet,Luis Villar,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18319&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
Peridance,09:00:00,Open Yoga,Sarah Iguchi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6658&classDate=9/5/2023&clsLoc=1,2023-09-05,Additional Disciplines
BAE,09:00:00,Mat Pilates Class,Ashley Carter,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7862&classDate=9/5/2023&clsLoc=1,2023-09-05,Additional Disciplines
Steps,09:00:00,Int Ballet,Cave,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082816&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
BAE,09:15:00,Adv Beg Ballet,Sean Kelly (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7845&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
Peridance,09:30:00,Open Ballet,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6659&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,"Edge, A. (1)",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087079&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
BDC,10:00:00,Adv Beg Contemp,Eric Campros,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17554&classDate=9/5/2023&clsLoc=1,2023-09-05,Contemporary/Modern
Peridance,10:00:00,Int Contemp Release,Cancelled Today,none,2023-09-05,Contemporary/Modern
BDC,10:00:00,Adv Beg Tap,Brent McBeth (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17662&classDate=9/5/2023&clsLoc=1,2023-09-05,Tap
Gibney,10:00:00,Countertechnique,Francesca Dominguez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12844&classDate=9/5/2023&clsLoc=1,2023-09-05,Additional Disciplines
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087080&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
The Taylor School,10:00:00,Professional Level Taylor Modern,Carolyn Adams (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3561&classDate=9/5/2023&clsLoc=1,2023-09-05,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Sam Black *MMDG Co. Director,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4990&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
BDC,10:00:00,Adv Beg Theater,Jason Wise,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17636&classDate=9/5/2023&clsLoc=1,2023-09-05,Theater
Peridance,10:00:00,Adv Ballet,Graciela Kozak (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6794&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2371&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
Gibney,10:00:00,Super Chill Ballet,Doron Perk,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12928&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
BDC,10:00:00,Beg Hip-Hop,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17634&classDate=9/5/2023&clsLoc=1,2023-09-05,Street/Choreography
Gibney,10:00:00,Contemp Dynamic Sequencing,Adam Barruch,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12876&classDate=9/5/2023&clsLoc=1,2023-09-05,Contemporary/Modern
Steps,10:30:00,Rommett Floor Barre,Wesley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087081&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
BDC,10:30:00,Beg Jumps And Turns,Maddison Clay,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18040&classDate=9/5/2023&clsLoc=1,2023-09-05,Additional Disciplines
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5918&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
BDC,10:30:00,Beg Ballet,Jamie Salmon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17640&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
BAE,11:00:00,Int Ballet,Sean Kelly (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7891&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
Peridance,11:00:00,Open Pointe,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6660&classDate=9/5/2023&clsLoc=1,2023-09-05,Ballet
Steps,11:00:00,Adv/Beg Broadway Tap,Black,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085532&classDate=9/5/2023&clsLoc=1,2023-09-05,Tap
