Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am EST,none,In-Studio Beg Ballet,Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,none,In-Studio Int/Adv Pro Ballet,Fairchild (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,none,In-Studio Adv/Int Ballet,Loh (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:45 am EST,none,In-Studio Adv/Beg Ballet,Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,none,In-Studio Adv Pro Ballet,Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087876&classDate=11/27/2023&clsLoc=1,In-Studio Int Ballet,Froman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087062&classDate=11/27/2023&clsLoc=1,In-Studio Adv/Int Ballet,Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,none,In-Studio Int/Adv Contemporary,Stone,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088026&classDate=11/27/2023&clsLoc=1,In-Studio Int Contemporary Jazz,Burkhardt (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:15 am EST,none,In-Studio Adv/Beg Jazz,Pollin,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087065&classDate=11/27/2023&clsLoc=1,In-Studio Int Jazz,Lobel (4),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,none,In-Studio Adv/Beg Latin Fusion,Cancelled Today,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087066&classDate=11/27/2023&clsLoc=1,In-Studio Int Jazz,"Lee, A.",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087129&classDate=11/27/2023&clsLoc=1,In-Studio Adv/Int Jazz,Harvie,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087068&classDate=11/27/2023&clsLoc=1,In-Studio Adv/Beg Jazz,"Sayampol, Plu",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087069&classDate=11/27/2023&clsLoc=1,In-Studio Int/Adv Commercial Jazz,"Williams, Jason",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087436&classDate=11/27/2023&clsLoc=1,In-Studio Basic Graham Based Modern,Poulis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088262&classDate=11/27/2023&clsLoc=1,In-Studio Spotlight: Adv/Int Contemporary,Saki,Steps on Broadway,2 hours
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085500&classDate=11/27/2023&clsLoc=1,In-Studio Open Hip Hop,Greene,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:15 am EST,none,In-Studio Gyrokinesis,Thiesing,Steps on Broadway,1 hour
Steps on Broadway,10:00 am EST,none,In-Studio Ballet Workout,Stephan,Steps on Broadway,1 hour
Steps on Broadway,12:00 pm EST,none,In-Studio Pilates Mat,Shapiro (5),Steps on Broadway,1 hour
Steps on Broadway,1:30 pm EST,none,In-Studio Lastics Stretch,Cancelled Today,Steps on Broadway,1 hour
Steps on Broadway,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087980&classDate=11/27/2023&clsLoc=1,In-Studio Open Level Yoga,Conway,Steps on Broadway,1 hour
Steps on Broadway,12:00 pm EST,none,In-Studio Beg Tap,Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087872&classDate=11/27/2023&clsLoc=1,In-Studio Basic Tap,Burtis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085507&classDate=11/27/2023&clsLoc=1,In-Studio Adv/Beg Tap,Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087870&classDate=11/27/2023&clsLoc=1,In-Studio Int Tap,Burtis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085509&classDate=11/27/2023&clsLoc=1,In-Studio Basic Tap,Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087076&classDate=11/27/2023&clsLoc=1,In-Studio Adv/Beg Tap,Wasiuta,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086236&classDate=11/27/2023&clsLoc=1,In-Studio Beg Theater Jazz,Resavy,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088260&classDate=11/27/2023&clsLoc=1,In-Studio Adv/Int Theater Jazz,Spelman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087078&classDate=11/27/2023&clsLoc=1,In-Studio Int/Adv Theater Jazz,Assor,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085514&classDate=11/27/2023&clsLoc=1,In-Studio Adv/Beg Theater Jazz,Leggio,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087001&classDate=11/27/2023&clsLoc=1,In-Studio Adv/Int Theater Jazz,Darlington (6),Steps on Broadway,1 hour &30 minutes
