Studio,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
Ailey Studios,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823772&classDate=8/29/2023&clsLoc=1,ONLINE: Zumba,Diego Chauca,none,1 hour
Ailey Studios,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823760&classDate=8/29/2023&clsLoc=1,ONLINE: Open Samba,Quenia Ribeiro,none,1 hour & 30 minutes
