Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16878&classDate=8/13/2023&clsLoc=1,IN-PERSON: Basic TAP with Sheila Pomroy,Sheila Pomroy,Studio B,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17531&classDate=8/13/2023&clsLoc=1,IN-PERSON: Int THEATER with Marjorie Failoni,Sarah Juliet Shaw (8),Studio A,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17865&classDate=8/13/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Ali Koinoglou,Ali Koinoglou,Studio 4,1 hour & 30 minutes
Broadway Dance Center,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17818&classDate=8/13/2023&clsLoc=1,IN-PERSON: Beg TAP with Sheila Pomroy,Sheila Pomroy,Studio B,1 hour & 30 minutes
Broadway Dance Center,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16881&classDate=8/13/2023&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY FUSION with Maleek Washington,Waverly Fredericks (9),Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17579&classDate=8/13/2023&clsLoc=1,IN-PERSON: Beg BALLET with Deanna Doyle,Laura Kaufman (10),Studio 1,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17683&classDate=8/13/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY with Gina Menichino,Gina Menichino,Studio A,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17802&classDate=8/13/2023&clsLoc=1,IN-PERSON: Beg HIP-HOP FOUNDATIONS with Ms Vee,Robert Taylor Jr (11),Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17777&classDate=8/13/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Dario Natarelli,Dario Natarelli,Studio B,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17819&classDate=8/13/2023&clsLoc=1,IN-PERSON: All Levels VOGUE FEMME with Omari Wiles,Omari Wiles,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17657&classDate=8/13/2023&clsLoc=1,IN-PERSON: Adv Beg BROADWAY JAZZ with Sue Samuels,Chrisy Kakurai (1),Studio A,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17512&classDate=8/13/2023&clsLoc=1,IN-PERSON: Beg THEATER with Morgan Rose,Melodye Redding (3),Studio 5,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17569&classDate=8/13/2023&clsLoc=1,IN-PERSON: Beg BALLET with Joy Karley,Joy Karley,Studio 4,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17763&classDate=8/13/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY JAZZ with Ginger Cox,Ginger Cox,Studio A,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17666&classDate=8/13/2023&clsLoc=1,IN-PERSON: Beg THEATER TAP with Doug Shankman,Madison Hilligoss (4),Studio B,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17568&classDate=8/13/2023&clsLoc=1,IN-PERSON: All Levels PILATES with Joy Karley,Joy Karley,Studio 4,1 hour & 15 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17648&classDate=8/13/2023&clsLoc=1,IN-PERSON: Adv Beg STREET JAZZ with Ness Martinez,Ness Martinez,Studio 5,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16887&classDate=8/13/2023&clsLoc=1,IN-PERSON: Basic JAZZ with Heather Rigg,Heather Rigg,Studio 3,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17933&classDate=8/13/2023&clsLoc=1,IN-PERSON: All Levels YOGA FLOW: STRETCH & STRENGTHEN with Alyssa Click,Alyssa Click,Studio 4,1 hour & 15 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16893&classDate=8/13/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with Q,Q,Studio 5,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17669&classDate=8/13/2023&clsLoc=1,IN-PERSON: Beg JAZZ with Heather Rigg,Heather Rigg,Studio 3,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17995&classDate=8/13/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Eureka Nakano Grimes,Eureka Nakano Grimes,Studio 1,1 hour & 30 minutes
Broadway Dance Center,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17743&classDate=8/13/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour & 30 minutes
Broadway Dance Center,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17810&classDate=8/13/2023&clsLoc=1,IN-PERSON: All Levels TUTTING with Billy Cohen,Billy Cohen,Studio 3,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17945&classDate=8/13/2023&clsLoc=1,IN-PERSON: Basic THEATER with Melodye Redding,Melodye Redding,Studio 4,1 hour & 30 minutes
Broadway Dance Center,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17778&classDate=8/13/2023&clsLoc=1,IN-PERSON: Int TAP with Dario Natarelli,Dario Natarelli,Studio B,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18021&classDate=8/13/2023&clsLoc=1,IN-PERSON: Adv Beg HEELS with Sissa Strain,Sissa Strain,Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16607&classDate=8/13/2023&clsLoc=1,IN-PERSON: Beg THEATER with Elyn Collier,Melodye Redding (12),Studio 1,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18058&classDate=8/13/2023&clsLoc=1,IN-PERSON: Adv JAZZ FUNK with Lindsay Lancaster,Lindsay Lancaster,Studio 5,1 hour & 30 minutes
