Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17712&classDate=8/25/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Madison Hilligoss,Ja'Bowen Dixon (1),Studio B,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17528&classDate=8/25/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with AntBoogie,AntBoogie,Studio 5,1 hour & 30 minutes
Broadway Dance Center,10:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18210&classDate=8/25/2023&clsLoc=1,IN-PERSON: All Levels YOGA FLOW: STRETCH & STRENGTHEN with Alyssa Click,Alyssa Click,Studio 2,1 hour & 15 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16950&classDate=8/25/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY LYRICAL with Tracie Stanfield,Tracie Stanfield,Studio 3,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17533&classDate=8/25/2023&clsLoc=1,IN-PERSON: Basic TAP with Jill Kenney,Emiko Nakagawa (3),Studio B,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17541&classDate=8/25/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Natalya Stavro,Natalya Stavro,Studio 1,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17973&classDate=8/25/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ with Sheila Barker,Blue (5),Studio A,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17773&classDate=8/25/2023&clsLoc=1,IN-PERSON: Int THEATER with Skye Mattox,Skye Mattox,Studio 3,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17979&classDate=8/25/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Eric Campros,Eric Campros,Studio 1,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17653&classDate=8/25/2023&clsLoc=1,IN-PERSON: Adv Beg HOUSE with Huu Rock,Huu Rock,Studio 3,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17573&classDate=8/25/2023&clsLoc=1,IN-PERSON: Int Adv JAZZ with Debbie Roshe,Debbie Roshe,Studio A,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17890&classDate=8/25/2023&clsLoc=1,IN-PERSON: All Levels ACRO with Sissa Strain,Sissa Strain,Studio 4,1 hour & 30 minutes
