Studio,Start time,Sign up,Sessions,Teacher,Studio,Duration
Gibney 280,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12611&classDate=8/25/2023&clsLoc=1,Ballet with Nina Goldman at 890,Nina Goldman,Gibney 890: Studio 5-2,1 hour & 45 minutes
Gibney 280,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12616&classDate=8/25/2023&clsLoc=1,Contemporary with Thryn Saxon/SAXYN Dance Works at 280,Thryn Saxon,Gibney 280: Studio X,1 hour & 45 minutes
Gibney 280,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12676&classDate=8/25/2023&clsLoc=1,Gaga/people at 280,Rotating Gaga Teachers,Gibney 280: Studio C,1 hour
Gibney 280,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=12612&classDate=8/25/2023&clsLoc=1,Klein Technique Dance/Movement Class at 280,Barbara Mahler,Gibney 280: Studio B,2 hours
Gibney 280,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12900&classDate=8/25/2023&clsLoc=1,Contemporary with Joy-Marie Thompson,Joy-Marie Thompson,Gibney 280: Studio C,1 hour & 45 minutes
Gibney 280,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12709&classDate=8/25/2023&clsLoc=1,New Way Vogue at 280,Jose 007,Gibney 280: Studio D,1 hour & 45 minutes
Gibney 280,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12608&classDate=8/25/2023&clsLoc=1,Dancer Stretch at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour
