PMT,17:00:00,African Diasporic Dance,Marjay Smith (2),none,2024-02-13,World
Ailey,18:00:00,Valentine'S Day Salsa,Baila Society,none,2024-02-13,World
Mark Morris,18:00:00,Senegalese Dance,Cancelled Today,none,2024-02-13,World
Cumbe,18:30:00,West African Dance,Vado Diomande,none,2024-02-13,World
Ailey,18:30:00,Afro-Cuban Folkloric,Liethis Hechavarria (1),none,2024-02-13,World
Mark Morris,19:00:00,Beg Haitian,Véronëque *Ignace,none,2024-02-13,World
Steps,19:00:00,Open Afro Brazilian,Cancelled Today,none,2024-02-13,World
Peridance,19:15:00,Beg African,Djoniba Mouflet,none,2024-02-13,World
BDC,19:30:00,All Levels Afro Dance Class,Judith McCarty,none,2024-02-13,World
Ailey,19:30:00,Open Samba,Nao Yamada (2),none,2024-02-13,World
