Studio,Time,Classes,Instructor,Sign up,Date,Style
Peridance,09:00:00,Beg Ballet,Bivi Kimura,none,2024-01-06,Ballet
Ballet Arts,09:00:00,Pilates / Stretch,Charmaine Trotman-Shumantov,none,2024-01-06,Additional Disciplines
Mark Morris,09:00:00,Pilates Flow,Lesley Garrison,none,2024-01-06,Additional Disciplines
Steps,09:30:00,Adv/Beg Ballet,"Sims, L.",none,2024-01-06,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,"Kaufman, L. (1)",none,2024-01-06,Ballet
BAE,10:00:00,Mat Pilates Class,Courtney Conner,none,2024-01-06,Additional Disciplines
Ailey,10:00:00,Masala Bhangra,Sarina Jain,none,2024-01-06,World
Ailey,10:00:00,Abs Beg Ballet,Dawn Hillen,none,2024-01-06,Ballet
Mark Morris,10:00:00,Beg Ballet,Cara Surico,none,2024-01-06,Ballet
Peridance,10:30:00,Int Ballet,Graciela Kozak,none,2024-01-06,Ballet
Gibney,10:30:00,Beg Simonson,Teresa Perez Ceccon,none,2024-01-06,Additional Disciplines
Peridance,10:30:00,Beg Contemp,Bo Kyung Lee,none,2024-01-06,Contemporary/Modern
Gibney,10:30:00,Int/Adv Beg Ballet,Kat Wildish,none,2024-01-06,Ballet
Gibney,10:30:00,Gaga/People At 280,Annie Rigney,none,2024-01-06,Contemporary/Modern
Steps,11:00:00,Adv Pro Ballet,Beloserkovsky,none,2024-01-06,Ballet
BAE,11:00:00,Beg Ballet,Stephanie Rae Williams (11),none,2024-01-06,Ballet
Ballet Arts,11:00:00,Int Ballet,Simon Kazantsev,none,2024-01-06,Ballet
Steps,11:00:00,Int Tap,Kameda (5),none,2024-01-06,Tap
Ailey,11:15:00,Zumba Fitness,Will Negrillo,none,2024-01-06,Additional Disciplines
Steps,11:30:00,Adv/Int Ballet,Saund,none,2024-01-06,Ballet
Steps,11:30:00,Rommett Floor Barre,Wesley,none,2024-01-06,Ballet
SassClass,11:30:00,Empowered Expression,Brynlie,none,2024-01-06,Contemporary/Modern
Gibney,12:00:00,Countertechnique,Cancelled Today,none,2024-01-06,Additional Disciplines
Steps,12:00:00,Basic Tap,Ohr,none,2024-01-06,Tap
Gibney,12:00:00,Embodiment Through Dance Movement Therapy At 280,Dani Cole,none,2024-01-06,Additional Disciplines
Peridance,12:00:00,Intro & Beg Salsa Partnering,Baila Society,none,2024-01-06,World
Peridance,12:00:00,Beg House,Huu Rock,none,2024-01-06,Street/Choreography
Steps,12:00:00,Beg Jazz,Spinelli (2),none,2024-01-06,Jazz
Gibney,12:00:00,Simonson Jazz,Teresa Perez Ceccon,none,2024-01-06,Jazz
Peridance,12:00:00,Int Ballet,François Perron,none,2024-01-06,Ballet
Gibney,12:00:00,Pointe,Kat Wildish,none,2024-01-06,Ballet
BDC,12:00:00,Basic Ballet,Jessica Epting,none,2024-01-06,Ballet
ILD NYC,12:00:00,Guilty | Taemin Part 1,Eunice Shin,none,2024-01-06,Additional Disciplines
Mark Morris,12:15:00,Beg Contemp,Claudia *McDonald  (6),none,2024-01-06,Contemporary/Modern
Ballet Arts,12:30:00,Adv Beg Ballet,Noriko Hara,none,2024-01-06,Ballet
BAE,12:30:00,Intro To Ballet,Julie Voshell (12),none,2024-01-06,Ballet
Ailey,12:30:00,Beg Horton,Cheryl Rowley-Gaskins,none,2024-01-06,Contemporary/Modern
Peridance,12:30:00,Open Afrobeats,Djoniba Mouflet,none,2024-01-06,World
SassClass,12:40:00,Sassy Jazz,Brynlie,none,2024-01-06,Jazz
Steps,12:45:00,Adv/Beg Modern/Horton,Maffei,none,2024-01-06,Contemporary/Modern
Steps,12:45:00,Beg Tap,Ikegaya,none,2024-01-06,Tap
SassClass,12:45:00,Sexy Stilettos,Kiersten,none,2024-01-06,Street/Choreography
Steps,12:45:00,Beg Ballet,Kemezis,none,2024-01-06,Ballet
PMT,13:00:00,Basic Hip Hop,Andy Needham,none,2024-01-06,Street/Choreography
PMT,13:00:00,Adv. Beg. Hip Hop,Mini Zhang,none,2024-01-06,Street/Choreography
