Ailey,10:00:00,Masala Bhangra,Sarina Jain,none,2024-01-06,World
Peridance,12:00:00,Intro & Beg Salsa Partnering,Baila Society,none,2024-01-06,World
Peridance,12:30:00,Open Afrobeats,Djoniba Mouflet,none,2024-01-06,World
Peridance,13:30:00,Intro & Beg Salsa Partnering,Baila Society,none,2024-01-06,World
Peridance,13:30:00,Open Dancehall,Korie Genius,none,2024-01-06,World
Cumbe,14:00:00,Sabar + Kutiro,Ousmane Sall,none,2024-01-06,World
Peridance,14:00:00,Beg African,Djoniba Mouflet,none,2024-01-06,World
Mark Morris,15:00:00,Afro-Caribbean Dance & Movement,Patricia Hall,none,2024-01-06,World
Peridance,15:30:00,Adv African,Maguette Camara,none,2024-01-06,World
Ailey,15:30:00,Adv Beg Ny Style Mambo,Katherine Jimenez,none,2024-01-06,World
Peridance,17:00:00,Open Brazilian Samba,Cecilia Lero,none,2024-01-06,World
BDC,18:00:00,All Levels Afro'Dance,Angel Kaba,none,2024-01-06,World
