Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7861&classDate=9/11/2023&clsLoc=1,2023-09-11,Additional Disciplines
Steps,09:00:00,Beg Ballet,Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080412&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
BDC,09:00:00,Basic Theater,Lauren Cagnetta,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18456&classDate=9/11/2023&clsLoc=1,2023-09-11,Theater
Mark Morris,09:00:00,Gaga/People,Doron Perk *GAGA  (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4953&classDate=9/11/2023&clsLoc=1,2023-09-11,Contemporary/Modern
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7843&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
BDC,09:00:00,Adv Beg Contemp Jazz,Lorena Cobos (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18318&classDate=9/11/2023&clsLoc=1,2023-09-11,Contemporary/Modern
Mark Morris,09:00:00,Gyrokinesis,Efe *Alibo (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=3125&classDate=9/11/2023&clsLoc=1,2023-09-11,Additional Disciplines
Steps,09:15:00,Gyrokinesis,Cancelled Today,none,2023-09-11,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18338&classDate=9/11/2023&clsLoc=1,2023-09-11,Additional Disciplines
Peridance,09:30:00,Open Ballet,Greg Zane,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6724&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2288&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
BAE,09:30:00,Beg Ballet,Sean Kelly (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7833&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
BAE,09:30:00,Intro To Ballet,William Waldinger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7885&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087058&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
Gibney,10:00:00,Contemp,Brandon Coleman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12903&classDate=9/11/2023&clsLoc=1,2023-09-11,Contemporary/Modern
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Will Noling,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12875&classDate=9/11/2023&clsLoc=1,2023-09-11,Contemporary/Modern
The Taylor School,10:00:00,Professional Level Taylor Modern,Laura Halzack (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3560&classDate=9/11/2023&clsLoc=1,2023-09-11,Contemporary/Modern
Steps,10:00:00,Adv/Int Ballet,Loh (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087059&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
Steps,10:00:00,Ballet Workout,Stephan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085502&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5899&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
Mark Morris,10:00:00,Adv Ballet,Mica Bernas *MMDG Dancer  (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=5521&classDate=9/11/2023&clsLoc=1,2023-09-11,Ballet
