Studio,Start time,Sign up,Classes,Instructor
Modega,3:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/jP30vTyoxVKQyY8qvrIR,Beginner Jersey Club,E Skilllz
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/JTYNZe7jAnZWYw38CHVH,Adv. Beginner/Int.Choreography,Jason Diaz
