Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2024-01-11,Ballet
Steps,09:00:00,Int Ballet,Cave,none,2024-01-11,Ballet
BDC,09:00:00,Beg Contemp,Jenifer Dillow,none,2024-01-11,Contemporary/Modern
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-01-11,Ballet
BDC,09:15:00,Moving Meditation,Mariangel Romero,none,2024-01-11,Additional Disciplines
ILD NJ,09:30:00,Kpop Diet Dance,Min Seon Kim,none,2024-01-11,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-01-11,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Hawk,none,2024-01-11,Ballet
Peridance,10:00:00,Int Contemp,Andrea Farley Shimota (1),none,2024-01-11,Contemporary/Modern
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,none,2024-01-11,Ballet
BAE,10:00:00,Intro To Ballet,Marsha Knight,none,2024-01-11,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Alex Clayton (4),none,2024-01-11,Contemporary/Modern
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-01-11,Ballet
Mark Morris,10:00:00,Beg Ballet,Tristan *Grannum,none,2024-01-11,Ballet
Gibney,10:00:00,Contemp,Teacher TBD,none,2024-01-11,Contemporary/Modern
Gibney,10:00:00,Super Chill Ballet,Doron Perk,none,2024-01-11,Ballet
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2024-01-11,Ballet
Ailey,10:00:00,Adv Beg Ballet,Ronald Alexander,none,2024-01-11,Ballet
Steps,10:00:00,Beg Jazz,Bufferd,none,2024-01-11,Jazz
BDC,10:30:00,Basic Tap,Ali Dietz,none,2024-01-11,Tap
BDC,10:30:00,Adv Beg Contemp,Eric Campros,none,2024-01-11,Contemporary/Modern
BDC,10:30:00,Int Ballet,Deanna Doyle (1),none,2024-01-11,Ballet
Steps,10:30:00,Rommett Floor Barre,Wesley,none,2024-01-11,Ballet
Steps,10:30:00,Int Broadway Tap,Winans,none,2024-01-11,Tap
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-01-11,Theater
BDC,10:30:00,Beg Hip-Hop,Ness Martinez,none,2024-01-11,Street/Choreography
Steps,11:00:00,Adv/Beg Ballet,Kemezis,none,2024-01-11,Ballet
