Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,none,2024-05-06,Additional Disciplines
Mark Morris,09:00:00,Gaga/People,Doron Perk *GAGA  (1),none,2024-05-06,Contemporary/Modern
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-05-06,Ballet
Modega,09:00:00,All Levels Hip Hop,Jeo,https://sutrapro.com/modega/checkout/9b5B4qM2qgtYQYYd1gmr,2024-05-06,Street/Choreography
Steps,09:00:00,Beg Ballet,Kathy Sullivan,none,2024-05-06,Ballet
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2024-05-06,Additional Disciplines
BDC,09:00:00,Basic Hip-Hop,Tweetboogie,none,2024-05-06,Street/Choreography
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,none,2024-05-06,Contemporary/Modern
Steps,09:15:00,Gyrokinesis,Christa Thiesing,none,2024-05-06,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-05-06,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-05-06,Ballet
Peridance,09:30:00,Open Ballet,Greg Zane,none,2024-05-06,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,TBA (1),none,2024-05-06,Ballet
Gibney,10:00:00,Adv Ballet,Kara Chan,none,2024-05-06,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2024-05-06,Ballet
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Lily Gelfand,none,2024-05-06,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-05-06,Ballet
BAE,10:00:00,Intro To Ballet,Marsha Knight (1),none,2024-05-06,Ballet
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-05-06,Ballet
Peridance,10:00:00,Int Contemp,Cancelled Today,none,2024-05-06,Contemporary/Modern
Steps,10:00:00,Rommett Floor Barre,Jodi Moccia,none,2024-05-06,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Lee Duveneck (1),none,2024-05-06,Contemporary/Modern
Mark Morris,10:15:00,Cunningham Technique Open Class,Jennifer Goggans *Cunningham  (2),none,2024-05-06,Contemporary/Modern
Steps,10:15:00,Ballet Workout,Kate Stephan,none,2024-05-06,Ballet
BDC,10:30:00,Basic Theater,Cara Leggio (1),none,2024-05-06,Theater
BAE,10:30:00,Beg Ballet,Shirley Bassat,none,2024-05-06,Ballet
BDC,10:30:00,Int Contemp,Blue,none,2024-05-06,Contemporary/Modern
BDC,10:30:00,Beg Tap,Sheila Pomroy,none,2024-05-06,Tap
BDC,10:30:00,Beg Ballet,Michele Moreno,none,2024-05-06,Ballet
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,none,2024-05-06,Street/Choreography
Steps,10:45:00,Adv/Beg Ballet,Kathy Sullivan,none,2024-05-06,Ballet
BDC,11:00:00,All Levels Pilates,Linda Farrell,none,2024-05-06,Additional Disciplines
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,none,2024-05-06,Ballet
BAE,11:00:00,Mat Pilates Class,Vanessa Martínez de Baños,none,2024-05-06,Additional Disciplines
Steps,11:30:00,Adv/Int Theater Jazz,Katie Spelman,none,2024-05-06,Theater
BAE,11:30:00,Adv Beg Ballet,Julie Voshell,none,2024-05-06,Ballet
Peridance,11:30:00,Beg Ballet,Roya Carreras (1),none,2024-05-06,Ballet
Peridance,11:30:00,Adv Contemp,Elisabetta Minutoli,none,2024-05-06,Contemporary/Modern
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-05-06,Ballet
Peridance,11:30:00,Open Emergent Improvisation,Uila Marx (2),none,2024-05-06,Additional Disciplines
Steps,11:45:00,Int/Adv Jazz Technique,Camden Loeser,none,2024-05-06,Jazz
BDC,12:00:00,Beg Theater,Sarah Juliet Shaw (2),none,2024-05-06,Theater
BAE,12:00:00,Int Ballet,Justin Sherwood,none,2024-05-06,Ballet
Gibney,12:00:00,Embodiment Through Dance Movement Therapy At 280,Jamie Yasgur,none,2024-05-06,Additional Disciplines
BAE,12:00:00,Basic Beg Ballet,Shirley Bassat,none,2024-05-06,Ballet
Gibney,12:00:00,Contemp Floorwork At 280,Isaac Martin Lerner,none,2024-05-06,Contemporary/Modern
BDC,12:00:00,Adv Beg Tap,Jill Kenney,none,2024-05-06,Tap
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none,2024-05-06,Ballet
Mark Morris,12:00:00,Beg Modern,Nicole *Philippidis,none,2024-05-06,Contemporary/Modern
Steps,12:00:00,Pilates Mat,Laura Shapiro (4),none,2024-05-06,Additional Disciplines
BDC,12:00:00,Adv Beg Hip-Hop,AntBoogie,none,2024-05-06,Street/Choreography
Peridance,12:00:00,Open Yoga,Sarah Iguchi,none,2024-05-06,Additional Disciplines
BDC,12:00:00,Int Adv Latin Fusion,Lyrik Cruz,none,2024-05-06,World
Steps,12:00:00,Beg Tap,Germaine Goodson,none,2024-05-06,Tap
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,none,2024-05-06,Contemporary/Modern
Steps,12:30:00,Beg Theater Jazz,Krystyna Resavy,none,2024-05-06,Theater
Steps,12:45:00,Basic Tap,Sydney Burtis,none,2024-05-06,Tap
Peridance,13:00:00,Int Contemp,Gina Menichino,none,2024-05-06,Contemporary/Modern
Peridance,13:00:00,Int Ballet,Tiffany Mangulabnan (4),none,2024-05-06,Ballet
Peridance,13:00:00,Adv Choreo,Youran Lee (3),none,2024-05-06,Street/Choreography
Ballet Arts,13:00:00,Int Ballet,Simon Kazantsev,none,2024-05-06,Ballet
Peridance,13:00:00,Open Pilates,Yuki Hasegawa,none,2024-05-06,Additional Disciplines
Steps,13:15:00,Adv/Int Jazz,Dylan Pearce,none,2024-05-06,Jazz
BDC,13:30:00,Adv Beg Contemp,Michaela McGowan (3),none,2024-05-06,Contemporary/Modern
Steps,13:30:00,Int Precision Jazz,Kenna Morris Garcia,none,2024-05-06,Jazz
BDC,13:30:00,Int Theater,Lizz Picini,none,2024-05-06,Theater
BDC,13:30:00,Basic Tap,Mike Camire (4),none,2024-05-06,Tap
BDC,13:30:00,Basic Ballet,Erica Ratkovicz,none,2024-05-06,Ballet
Steps,13:30:00,Int/Adv Contemp,Max Stone,none,2024-05-06,Contemporary/Modern
Steps,13:30:00,Lastics Stretch,Jaime Torres,none,2024-05-06,Additional Disciplines
BDC,13:30:00,Basic Hip-Hop,Geheny Rivera,none,2024-05-06,Street/Choreography
BDC,13:30:00,Beg Jazz,Sheila Barker,none,2024-05-06,Jazz
Steps,13:45:00,Adv/Beg Tap,Germaine Goodson,none,2024-05-06,Tap
Gibney,14:00:00,Storytelling For Dancers At 280,Kelly Ashton Todd,none,2024-05-06,Additional Disciplines
Gibney,14:00:00,Melt Method At 280,Edya Kalev,none,2024-05-06,Additional Disciplines
Steps,14:15:00,Int Tap,Sydney Burtis,none,2024-05-06,Tap
Steps,14:30:00,Int Ballet,Kurt Froman,none,2024-05-06,Ballet
Ballet Arts,14:30:00,Adv Beg Ballet,Kate Loh,none,2024-05-06,Ballet
Steps,14:30:00,Basic Graham Based Modern,Lindsay Poulis,none,2024-05-06,Contemporary/Modern
Peridance,14:30:00,Int Contemp Floorwork,Marija Obradovic,none,2024-05-06,Contemporary/Modern
Peridance,14:30:00,Open House,Ejoe Wilson,none,2024-05-06,Street/Choreography
Peridance,14:30:00,Beg Graham,Caterina Rago,none,2024-05-06,Contemporary/Modern
BDC,15:00:00,Beg Mechanics Of Tap,Ja'Bowen Dixon,none,2024-05-06,Tap
BDC,15:00:00,Adv Beg Street Jazz,Bo Belza,none,2024-05-06,Street/Choreography
BDC,15:00:00,Basic Theater,Melodye Redding,none,2024-05-06,Theater
BDC,15:00:00,Int Adv Jazz,Debbie Roshe,none,2024-05-06,Jazz
Brickhouse,15:00:00,Choreo Int/Adv,Eric Delgado,none,2024-05-06,Street/Choreography
BDC,15:00:00,Adv Beg Ballet,Deanna Doyle,none,2024-05-06,Ballet
Steps,15:00:00,Int Jazz,Adrian Lee,none,2024-05-06,Jazz
BDC,15:00:00,Beg Contemp,Eric Campros,none,2024-05-06,Contemporary/Modern
Steps,15:00:00,Int/Adv Contemp Ballet,Nicholas Korkos,none,2024-05-06,Ballet
Steps,15:15:00,Int/Adv Theater Jazz,Marc Kimelman (5),none,2024-05-06,Theater
Steps,15:30:00,Basic Tap,Germaine Goodson,none,2024-05-06,Tap
Peridance,16:00:00,Beg Found Of Hip Hop,TweetBoogie _,none,2024-05-06,Street/Choreography
Cre8ivity NJ,16:00:00,Pilates Conditioning & Stretch For Dancers Int And Up Ages 10+,Gianna Caridi,none,2024-05-06,Additional Disciplines
Ballet Arts,16:00:00,Int Ballet,Noriko Hara,none,2024-05-06,Ballet
Gibney,16:00:00,Emergent Improvisation At 280 Masks Required,Uila Marx,none,2024-05-06,Additional Disciplines
Peridance,16:00:00,Int Theater,Diego Funes,none,2024-05-06,Theater
BDC,16:30:00,Int Adv Theater,Chip Abbott,none,2024-05-06,Theater
Brickhouse,16:30:00,Street Jazz Int/Adv,James Alonzo,none,2024-05-06,Street/Choreography
BDC,16:30:00,Adv Beg Turns And Technique,Ali Koinoglou,none,2024-05-06,Additional Disciplines
BDC,16:30:00,Int Adv Hip-Hop,David Thomas,none,2024-05-06,Street/Choreography
BDC,16:30:00,Int Tap,Ray Hesselink,none,2024-05-06,Tap
Steps,16:30:00,Adv/Beg Theater Jazz,John Leggio,none,2024-05-06,Theater
BDC,16:30:00,Beg Ballet,Dorit Koppel,none,2024-05-06,Ballet
BDC,16:30:00,Beg Street Styles,J Lyn,none,2024-05-06,Street/Choreography
Steps,16:45:00,Adv/Int Ballet,Espen Giljane,none,2024-05-06,Ballet
Cre8ivity NJ,16:45:00,Int/Adv Contemp/Lyrical Ages 13+,Kaitlyn Soloway,none,2024-05-06,Contemporary/Modern
Steps,17:00:00,Adv/Int Theater Jazz,Courtney Darlington (6),none,2024-05-06,Theater
ILD NYC,17:00:00,Int/Adv Choreo,Cancelled Today,none,2024-05-06,Street/Choreography
Peridance,17:30:00,Int Contemp,Catie Leasca,none,2024-05-06,Contemporary/Modern
Ballet Arts,17:30:00,Int Ballet,Simon Kazantsev,none,2024-05-06,Ballet
Cre8ivity NJ,17:30:00,Int Comm Jazz Ages 9-12,Nick Alvino,none,2024-05-06,Jazz
Peridance,17:30:00,Adv Comm Hip Hop,Joshua Johnson,none,2024-05-06,Street/Choreography
ILD Queens,17:45:00,Kids Kpop 8,Eunice Shin,none,2024-05-06,Additional Disciplines
SassClass,18:00:00,Sexy Stilettos,Emma,none,2024-05-06,Street/Choreography
BDC,18:00:00,Adv Beg Tap,Josh Walden,none,2024-05-06,Tap
PMT,18:00:00,Latin Myxx,Matt Rivera,none,2024-05-06,World
Ailey,18:00:00,Roa’S Pilates,LifeSpan Pilates,none,2024-05-06,Additional Disciplines
Ailey,18:00:00,Beg Ballet,Anna Lederfeind,none,2024-05-06,Ballet
PMT,18:00:00,Basic/Beg House,Marianna Koytsan,none,2024-05-06,Street/Choreography
Gibney,18:00:00,Beg Ballez,MJ Markovitz,none,2024-05-06,Ballet
BDC,18:00:00,Adv Beg Theater,Elyn Collier,none,2024-05-06,Theater
BDC,18:00:00,Basic Ballet,Sarah Simon Wolff,none,2024-05-06,Ballet
BDC,18:00:00,Beg Comm Jazz,Debbie Wilson,none,2024-05-06,Jazz
ILD NJ,18:00:00,Sheesh | Babymonster Part 2,Maylin Ramos,none,2024-05-06,Additional Disciplines
BAE,18:00:00,Int Ballet,Ginger Thatcher,none,2024-05-06,Ballet
Ailey,18:00:00,Hip Hop Cardio,Aaron Thomas (1),none,2024-05-06,Street/Choreography
BDC,18:00:00,Int Adv Street Jazz,Parth Sethi (5),none,2024-05-06,Street/Choreography
Steps,18:00:00,Open Level Yoga,Devin Mae Conway,none,2024-05-06,Additional Disciplines
