Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082306&classDate=8/16/2023&clsLoc=1,Virtual 90 Beg Ballet,Sullivan,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,9:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083037&classDate=8/16/2023&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Lawrence (1),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086908&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,Loh (2),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082313&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Beg Ballet,Sullivan,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086960&classDate=8/16/2023&clsLoc=1,Virtual 90 Rommett Floor Barre,Moccia,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083038&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv Pro Ballet,Bielski,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083051&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,Kunikova,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084628&classDate=8/16/2023&clsLoc=1,Virtual 90 Int Ballet,Hara,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147085337&classDate=8/16/2023&clsLoc=1,Virtual 60 Adv/Beg Pointe,Sullivan,Steps on Broadway,1 hour
Steps on Broadway,2:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084918&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,Froman,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085312&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,Tuttle (3),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087035&classDate=8/16/2023&clsLoc=1,Virtual 90 Beg Ballet,Lawrence (4),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083054&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Int Contemporary,Stone,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084781&classDate=8/16/2023&clsLoc=1,Virtual 90 Int Contemporary Jazz,"Edward, C. (5)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085123&classDate=8/16/2023&clsLoc=1,Virtual 90 Int Contemporary Lyrical,Stanfield,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082379&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Beg Jazz,"Frazier, R. (6)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084593&classDate=8/16/2023&clsLoc=1,Virtual 90 Int Jazz,Moeller (7),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084644&classDate=8/16/2023&clsLoc=1,Virtual 90 Int Jazz,Lynady (8),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087134&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Int Jazz,Winans (9),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082333&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Beg Jazz,"Frazier, R. (10)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084742&classDate=8/16/2023&clsLoc=1,Virtual 90 Beg Modern/Horton,Perrin (11),Steps on Broadway,1 hour & 30 minutes
