Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087526&classDate=8/16/2023&clsLoc=1,Virtual Spotlight: Adv/Int Contemporary Jazz,TBA (12),Steps on Broadway,2 hours
Steps on Broadway,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084841&classDate=8/16/2023&clsLoc=1,Virtual 90 Open Hip Hop,Sakai,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147086083&classDate=8/16/2023&clsLoc=1,Virtual 60 Open Pilates,Ross,Steps on Broadway,1 hour
Steps on Broadway,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086931&classDate=8/16/2023&clsLoc=1,Virtual 90 Alignment Floor Work,Moretton,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084574&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Beg Tap,Ponza,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084920&classDate=8/16/2023&clsLoc=1,Virtual 90 Basic Tap,Kameda,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082316&classDate=8/16/2023&clsLoc=1,Virtual 90 Beg Tap,Goodson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082994&classDate=8/16/2023&clsLoc=1,Virtual 90 Int Tap,Kameda (13),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082322&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Beg Tap,Goodson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082386&classDate=8/16/2023&clsLoc=1,Virtual 90 Basic Tap,Goodson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087326&classDate=8/16/2023&clsLoc=1,Virtual 90 Int/Adv Tap,Wasiuta,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082389&classDate=8/16/2023&clsLoc=1,Virtual 90 Beg Tap,Schwab,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087336&classDate=8/16/2023&clsLoc=1,Virtual 90 Basic Tap,Ikegaya,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082319&classDate=8/16/2023&clsLoc=1,Virtual 90 Int Theater Dance,Culbreath,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086138&classDate=8/16/2023&clsLoc=1,Virtual 90 Int/Adv Theater Jazz,Cunningham (14),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084728&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Beg Theater Jazz,Resavy,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085310&classDate=8/16/2023&clsLoc=1,Virtual 90 Adv/Int Theater Jazz,Dolan,Steps on Broadway,1 hour & 30 minutes
