Studio,Start time,Sign up,Classes,Instructor
Modega,3:30 PM EST • (85 min),https://sutrapro.com/modega/checkout/dL87EZjDk7Oo4cDryFIg,Beginner Jersey Club,E Skilllz
Modega,5:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/mxp8ljcLq3tIeO3sxNxL,Beg./Adv. Beg. House,Sabrina Kiamilev
Modega,6:30 PM EST • (85 min),https://sutrapro.com/modega/checkout/3EtheGevhHdI64uK22kw,Adv. Beginner/Int. Choreography,Youran Lee
Modega,8:00 PM EST • (120 min),https://sutrapro.com/modega/checkout/jXusVfZA7EkIGwh8JbDR,Open Hip Hop Session,Kito Liao & Minh Nguyen & Liam Lynch
