Studio,Start time,,Classes,Teacher,Duration
Hive NJ,2:00 pm EST,none,Beginner Hip-hop (Adults 17+),"Jason ""Bams"" Daniel (2)",1 hour &15 minutes
Hive NJ,3:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2307&classDate=12/17/2023&clsLoc=1,Adv/Beg Hip Hop Choreography (Adults 17+),Sarah Fratesi,1 hour &15 minutes
