Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am EST,none,IN-STUDIO Advanced Beginner Ballet,Ginger Thatcher,none,Studio 6,1 hour &30 minutes
Ballet Academy East,11:00 am EST,none,IN-STUDIO Mat Pilates Class,Courtney Conner,none,Studio 2,1 hour
Ballet Academy East,11:30 am EST,none,IN-STUDIO Intermediate Ballet,Ginger Thatcher,none,Studio 6,1 hour &30 minutes
Ballet Academy East,12:00 pm EST,none,IN-STUDIO Introduction to Ballet,Lorna Zawacki,none,Studio 2,1 hour &30 minutes
Ballet Academy East,1:00 pm EST,none,IN-STUDIO Pointe Class,Ginger Thatcher,none,Studio 5,1 hour
Ballet Academy East,1:00 pm EST,none,IN-STUDIO Basic Beginner Ballet,Sean Kelly,none,Studio 6,1 hour &30 minutes
Ballet Academy East,1:30 pm EST,none,IN-STUDIO Beginner Ballet,Lorna Zawacki,none,Studio 2,1 hour &30 minutes
Ballet Academy East,2:30 pm EST,none,IN-STUDIO Intermediate Ballet,Sean Kelly,none,Studio 6,1 hour &30 minutes
