Studio,Start time,,Classes,Teacher,Room,Duration
Ballet Arts,11:00 am EST,none,IN-Studio: INTERMEDIATE Ballet,Simon Kazantsev,Ballet Arts STUDIO LIVE!,1 hour &30 minutes
Ballet Arts,12:30 pm EST,none,IN-Studio: INTERMEDIATE Ballet,Noriko Hara,Ballet Arts STUDIO LIVE!,1 hour &30 minutes
Ballet Arts,2:00 pm EST,none,IN-Studio: POINTE CLASS (1 hour),Noriko Hara,Ballet Arts STUDIO LIVE!,1 hour
Ballet Arts,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2284&classDate=12/17/2023&clsLoc=1,IN-Studio: ADVANCED BEGINNER Ballet,Kenny Larson,Ballet Arts STUDIO LIVE!,1 hour &30 minutes
Ballet Arts,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2399&classDate=12/17/2023&clsLoc=1,In-Studio: Missing Link Series,Richard Marsden,Ballet Arts STUDIO LIVE!,1 hour &30 minutes
Ballet Arts,9:30 am EST,none,IN-Studio: ADVANCED BEGINNER Ballet,Yumiko Niimi,Ballet Arts STUDIO LIVE!,1 hour &30 minutes
