Studio,Start time,,Classes,Teacher,Duration
Sass Class,10:50 am EST,none,Sass Foundations: Sexy Stilettos®,Sophia,1 hour
Sass Class,12:00 pm EST,none,Flirty Floorwork™,Sophia,1 hour
Sass Class,12:15 pm EST,none,Fierce Feminine® Hip-Hop,David (5),1 hour
Sass Class,1:10 pm EST,none,Sexy Stilettos®,Lia,1 hour
Sass Class,2:20 pm EST,none,Reggaeton,Jahaira,1 hour
