Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,"6:00 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=8373&classDate=9/26/2023&clsLoc=1,Online: Cake | ITZY (Part 4),Winnie Chung,none,1 hour & 20 minutes
ILoveDance,"7:30 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=8389&classDate=9/26/2023&clsLoc=1,Online: ISTJ | NCT DREAM (Part 4),Fernando Farias,none,1 hour & 20 minutes
