Studio,Start time,Sign up,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,8:00 am  EDT,none,LIVE-STREAM Mat Pilates Class,Phoebe Higgins,none,none,1 hour
Ballet Academy East,11:00 am  EDT,none,LIVE-STREAM Mat Pilates Class,Vanessa Martínez de Baños,none,none,1 hour
Ballet Academy East,11:30 am  EDT,none,LIVE-STREAMING Advanced Beginner Ballet,Ginger Thatcher (2),none,none,1 hour & 30 minutes
Ballet Academy East,12:00 pm  EDT,none,LIVE-STREAM Intermediate Ballet,Justin Sherwood,none,none,1 hour & 30 minutes
Ballet Academy East,6:15 pm  EDT,none,LIVE-STREAM Basic Beginner Ballet,Brigid Boden (4),none,none,1 hour & 30 minutes
Ballet Academy East,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7985&classDate=10/2/2023&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Maximilien Baud,none,none,1 hour & 30 minutes
Ballet Academy East,7:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7918&classDate=10/2/2023&clsLoc=1,LIVE-STREAM Stretch & Strengthen,Hannah Littman (6),none,none,1 hour
