Studio,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
Ailey Studios,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823667&classDate=8/15/2023&clsLoc=1,IN-STUDIO Beginner Ballet,Yuka Kawazu,Studio 1B,1 hour & 30 minutes
Ailey Studios,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823978&classDate=8/15/2023&clsLoc=1,IN-STUDIO Abs Beg Hip-Hop,Robin Dunn,Studio 2A,1 hour & 30 minutes
Ailey Studios,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823708&classDate=8/15/2023&clsLoc=1,IN-STUDIO Zumba Fitness,Diego Chauca,Studio 5A,1 hour
Ailey Studios,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823679&classDate=8/15/2023&clsLoc=1,IN-STUDIO Beginner Hip-Hop,Jonathan Lee,Studio 1C,1 hour & 30 minutes
Ailey Studios,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823704&classDate=8/15/2023&clsLoc=1,IN-STUDIO Vogue Fem,Luz Theodyssey,Studio LLC,1 hour & 30 minutes
Ailey Studios,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823688&classDate=8/15/2023&clsLoc=1,IN-STUDIO Beginner Salsa,Baila Society,Studio LLC,1 hour
Ailey Studios,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823661&classDate=8/15/2023&clsLoc=1,IN-STUDIO Afro-Cuban Folkloric,Liethis Hechavarria (1),Studio 1A,1 hour & 30 minutes
Ailey Studios,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823673&classDate=8/15/2023&clsLoc=1,IN-STUDIO Beginner Contemporary,Christopher Jackson,Studio 5D,1 hour & 30 minutes
Ailey Studios,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823701&classDate=8/15/2023&clsLoc=1,IN-STUDIO Open Samba,Quenia Ribeiro,Studio 2B,1 hour & 30 minutes
