Studio,Start time,Sign up,Classes,Teacher,Duration
ATDF,6:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2184&classDate=8/15/2023&clsLoc=1,Advanced Beginner,Susan Hebach (1),1 hour & 15 minutes
ATDF,6:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2174&classDate=8/15/2023&clsLoc=1,Beginner,Emma Butensky,1 hour & 15 minutes
