Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2023-11-07,Ballet
BDC,09:00:00,Basic Contemp,Parth Sethi (1),none,2023-11-07,Contemporary/Modern
BDC,09:00:00,Basic Theater,Melodye Redding,none,2023-11-07,Theater
Steps,09:00:00,Int Ballet,Cave,none,2023-11-07,Ballet
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2023-11-07,Ballet
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2023-11-07,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2023-11-07,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,"Kaufman, L. (1)",none,2023-11-07,Ballet
Gibney,10:00:00,Countertechnique,Francesca Dominguez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12844&classDate=11/7/2023&clsLoc=1,2023-11-07,Additional Disciplines
Gibney,10:00:00,Ballet,Gilbert T Small II,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12556&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
BAE,10:00:00,Mat Pilates Class,Ashley Carter,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7905&classDate=11/7/2023&clsLoc=1,2023-11-07,Additional Disciplines
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2371&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,none,2023-11-07,Ballet
BAE,10:00:00,Basic Beg Ballet,Selina Chau,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7942&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
Peridance,10:00:00,Int Contemp Release,Wesley Ensminger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6182&classDate=11/7/2023&clsLoc=1,2023-11-07,Contemporary/Modern
Taylor School,10:00:00,Professional Level Taylor Modern,Francisco Graciano (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3561&classDate=11/7/2023&clsLoc=1,2023-11-07,Contemporary/Modern
Gibney,10:00:00,Contemp Playground,Shane Larson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12985&classDate=11/7/2023&clsLoc=1,2023-11-07,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Sam Black *MMDG Co. Director,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4990&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6794&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
BDC,10:30:00,Adv Beg Theater,Jason Wise,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18198&classDate=11/7/2023&clsLoc=1,2023-11-07,Theater
BDC,10:30:00,Beg Ballet,Billy Blanken (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18146&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5918&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
Steps,10:30:00,Rommett Floor Barre,Wesley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087081&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
BDC,10:30:00,Adv Beg Contemp,Eric Campros,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18109&classDate=11/7/2023&clsLoc=1,2023-11-07,Contemporary/Modern
BDC,10:30:00,Adv Beg Tap,Dre Torres,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18289&classDate=11/7/2023&clsLoc=1,2023-11-07,Tap
BDC,10:45:00,All Levels Lastics Stretch Technique,Donna Flagg,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18190&classDate=11/7/2023&clsLoc=1,2023-11-07,Additional Disciplines
Steps,11:00:00,Adv/Beg Broadway Tap,Black,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085532&classDate=11/7/2023&clsLoc=1,2023-11-07,Tap
Steps,11:00:00,Adv/Beg Ballet,Kemezis,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147084561&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
Peridance,11:00:00,Open Pointe,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6660&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
Steps,11:30:00,Adv Pro Ballet,Bielski,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
Peridance,11:30:00,Beg Ballet,Yuka Kawazu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5374&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
BAE,11:30:00,Intro To Ballet,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7928&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
BAE,11:30:00,Int Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7992&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
Ballet Arts,11:30:00,Tap,Stephen Reed,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2407&classDate=11/7/2023&clsLoc=1,2023-11-07,Tap
Peridance,11:30:00,Beg Contemp,Bo Kyung Lee,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6733&classDate=11/7/2023&clsLoc=1,2023-11-07,Contemporary/Modern
Peridance,11:30:00,Adv Contemp,Guest Artist (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6661&classDate=11/7/2023&clsLoc=1,2023-11-07,Contemporary/Modern
Steps,11:45:00,Adv/Int Jazz Fusion,Wendle,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087806&classDate=11/7/2023&clsLoc=1,2023-11-07,Street/Choreography
SassClass,12:00:00,Sexy Stilettos,Brynlie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=797&classDate=11/7/2023&clsLoc=1,2023-11-07,Street/Choreography
BDC,12:00:00,Adv Beg Ballet,Dorit Koppel,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18090&classDate=11/7/2023&clsLoc=1,2023-11-07,Ballet
BDC,12:00:00,Int Theater,Andrew Wilson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18491&classDate=11/7/2023&clsLoc=1,2023-11-07,Theater
