Studio,Start time,,Classes,Teacher,Accompanist,Co-Teacher,Location,Duration
Peridance,9:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6659&classDate=3/5/2024&clsLoc=1,Open Ballet,Kathy Sullivan,none,none,Peridance Center,1 hour &30 minutes
Peridance,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6794&classDate=3/5/2024&clsLoc=1,Adv Ballet,Elizabeth Ferrell,Michael Dolnikov,none,Peridance Center,1 hour &30 minutes
Peridance,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6182&classDate=3/5/2024&clsLoc=1,Inter Contemporary,Gina Menichino (1),none,none,Peridance Center,1 hour &30 minutes
Peridance,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5918&classDate=3/5/2024&clsLoc=1,Open Zena Rommett Floor-Barre ®,LuAnn Leonard,none,none,Peridance Center,1 hour
Peridance,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6660&classDate=3/5/2024&clsLoc=1,Open Pointe,Kathy Sullivan,none,none,Peridance Center,30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6661&classDate=3/5/2024&clsLoc=1,Adv Contemporary,Chris Ralph,none,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5374&classDate=3/5/2024&clsLoc=1,Beg Ballet,Yuka Kawazu,none,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6733&classDate=3/5/2024&clsLoc=1,Beg Contemporary,Bo Kyung Lee,none,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=7014&classDate=3/5/2024&clsLoc=1,Inter MUNZ Barre ®,Bivi Kimura,none,none,Peridance Center,1 hour &15 minutes
Peridance,1:00 pm EST,none,Adv Choreography,Cancelled Today,none,none,none,1 hour &30 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6185&classDate=3/5/2024&clsLoc=1,Inter Ballet,Kate Loh,none,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5434&classDate=3/5/2024&clsLoc=1,Inter Contemporary,Max Stone,none,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6779&classDate=3/5/2024&clsLoc=1,Open Stretch,Diego Funes,none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6232&classDate=3/5/2024&clsLoc=1,Beg Graham,Antonio Leone (2),none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=7308&classDate=3/5/2024&clsLoc=1,Beg Hip Hop Foundations | MOPTOP,Buddha Stretch,none,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6404&classDate=3/5/2024&clsLoc=1,Open Ballet,Dianna Warren,none,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5386&classDate=3/5/2024&clsLoc=1,Open House,Sekou Heru,none,none,Peridance Center,1 hour &30 minutes
Peridance,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6689&classDate=3/5/2024&clsLoc=1,Beg Ballet,Dianna Warren (3),none,none,Peridance Center,1 hour &30 minutes
Peridance,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5507&classDate=3/5/2024&clsLoc=1,Open Popping,Jazzy J (Boog Soulfire),none,none,Peridance Center,1 hour &30 minutes
Peridance,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5394&classDate=3/5/2024&clsLoc=1,Adv Choreography,Kenichi Kasamatsu,none,none,Peridance Center,1 hour &30 minutes
Peridance,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6735&classDate=3/5/2024&clsLoc=1,Beg Contemporary,Brianna Mercado,none,none,none,1 hour &30 minutes
Peridance,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6690&classDate=3/5/2024&clsLoc=1,Adv Contemporary,Alex Anderson,none,none,Peridance Center,1 hour &30 minutes
Peridance,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6939&classDate=3/5/2024&clsLoc=1,Beg African,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,none,Peridance Center,1 hour &30 minutes
Peridance,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6777&classDate=3/5/2024&clsLoc=1,Inter Hip Hop,Iron Bryan,none,none,Peridance Center,1 hour &30 minutes
Peridance,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5392&classDate=3/5/2024&clsLoc=1,Beg Vogue,Omari Wiles,none,none,Peridance Center,1 hour &30 minutes
Peridance,8:30 pm EST,none,Open Litefeet,Cancelled Today,none,none,none,1 hour &30 minutes
