0,Start time,Sign up,Classes,Teacher,Assistant,Musician,Duration
1,10:00 am  EDT,/ASP/res_a.asp?tg=25&classId=3409&classDate=3/14/2023&clsLoc=1,Professional Level Taylor Modern,Richard Chen See (2),none,Tom Farrell,1 hour & 30 minutes
