0,Start time,Sign up,Classes,Teacher,Room,Duration
1,6:00 pm  EDT,/ASP/res_a.asp?tg=37&classId=7417&classDate=3/14/2023&clsLoc=1,In-StudioQ: LEFT RIGHT | XG (Part 2),Winnie Chung,Flushing,1 hour & 20 minutes
2,7:30 pm  EDT,/ASP/res_a.asp?tg=37&classId=7434&classDate=3/14/2023&clsLoc=1,In-StudioQ: FIGHTING | BSS SEVENTEEN (Part 2),Ying Dong,Flushing,1 hour & 20 minutes
