Studio,Start time,Sign up,Classes,Teacher,Duration
Brickhouse,11:00 am  EDT,none,Crew Auditions,Various *,4 hours
Brickhouse,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=7800&classDate=8/16/2023&clsLoc=1,Hip Hop (Int/Adv),Nick Kim,1 hour & 30 minutes
Brickhouse,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=7717&classDate=8/16/2023&clsLoc=1,Expressive Movement (open level),Kyla Bullings,1 hour & 30 minutes
Brickhouse,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=109&classId=7803&classDate=8/16/2023&clsLoc=1,Master Class,Brian Friedman,2 hours
Brickhouse,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=7867&classDate=8/16/2023&clsLoc=1,Hip Hop (Int),Jason Santana,1 hour & 30 minutes
