Studio,Start time,Classes,Instructor,Sign up
Gibney 280,10:00:00,Ballet,Brian Lawson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12590&classDate=8/17/2023&clsLoc=1
Gibney 280,10:00:00,Contemp Release,Wesley Ensminger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12588&classDate=8/17/2023&clsLoc=1
Gibney 280,10:00:00,Contemp Morning Dig,Cancelled Today,none
Gibney 280,10:30:00,Open Level,Mikaela Brandon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12789&classDate=8/17/2023&clsLoc=1
Gibney 280,12:00:00,Contemp Practices,Jordan Demetrius Lloyd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12786&classDate=8/17/2023&clsLoc=1
Gibney 280,12:00:00,Pro Ballez,Katy Pyle,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12592&classDate=8/17/2023&clsLoc=1
Gibney 280,12:30:00,Zena Rommett Floor-Barre At 280,Jodi Moccia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12593&classDate=8/17/2023&clsLoc=1
Gibney 280,14:00:00,Contemp Dynamic Sequencing,Teacher TBD,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12594&classDate=8/17/2023&clsLoc=1
Gibney 280,14:00:00,Melt Method At 280,Claudia Brown,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12595&classDate=8/17/2023&clsLoc=1
Gibney 280,18:00:00,Modernish Technique,Bradley Beakes,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12610&classDate=8/17/2023&clsLoc=1
Gibney 280,18:30:00,Int/Adv Beg Ballet,Kat Wildish,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12569&classDate=8/17/2023&clsLoc=1
