Studio,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
Ailey Studios,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823654&classDate=8/12/2023&clsLoc=1,IN-STUDIO Abs Beginner Ballet,Dawn Hillen,Studio 1A,1 hour
Ailey Studios,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823706&classDate=8/12/2023&clsLoc=1,IN-STUDIO Zumba Fitness,Jose Ozuna (1),Studio 1A,1 hour
Ailey Studios,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146825057&classDate=8/12/2023&clsLoc=1,IN-STUDIO Open Contemporary,Derick McKoy Jr. (2),Studio 1A,1 hour & 30 minutes
Ailey Studios,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823687&classDate=8/12/2023&clsLoc=1,IN-STUDIO Beginner Limón,Becky Brown,Studio 1B,1 hour & 15 minutes
Ailey Studios,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823697&classDate=8/12/2023&clsLoc=1,IN-STUDIO NY Style Mambo,Katherine Jimenez,Studio 1A,1 hour & 30 minutes
Ailey Studios,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823694&classDate=8/12/2023&clsLoc=1,IN-STUDIO Masala Bhangra,Sarina Jain,Studio 1C,1 hour
Ailey Studios,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823683&classDate=8/12/2023&clsLoc=1,IN-STUDIO Beginner Horton,Cheryl Rowley-Gaskins,Studio 1C,1 hour & 30 minutes
Ailey Studios,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823678&classDate=8/12/2023&clsLoc=1,IN-STUDIO Beginner Hip-Hop,Jonathan Lee,Studio 1C,1 hour & 30 minutes
Ailey Studios,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823665&classDate=8/12/2023&clsLoc=1,IN-STUDIO Beginner Ballet,Ronald Alexander,Studio 5A,1 hour & 30 minutes
