Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am EST,none,LIVE-STREAMING Advanced Beginner Ballet,Ginger Thatcher,none,none,1 hour &30 minutes
Ballet Academy East,11:00 am EST,none,LIVE-STREAM Mat Pilates Class,Courtney Conner,none,none,1 hour
Ballet Academy East,11:30 am EST,none,LIVE-STREAM Intermediate Ballet,Ginger Thatcher,none,none,1 hour &30 minutes
Ballet Academy East,1:00 pm EST,none,LIVE-STREAM Basic Beginner Ballet,Sean Kelly,none,none,1 hour &30 minutes
