Studio,Start time,Sign up,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,8:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8356&classDate=12/16/2024&clsLoc=1,LIVE-STREAM Mat Pilates Class,Phoebe Higgins,none,none,1 hour
Ballet Academy East,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8357&classDate=12/16/2024&clsLoc=1,LIVE-STREAM Mat Pilates Class,Vanessa Martínez de Baños,none,none,1 hour
Ballet Academy East,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8449&classDate=12/16/2024&clsLoc=1,LIVE-STREAM Intermediate Ballet,Justin Sherwood,none,none,1 hour &30 minutes
Ballet Academy East,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8406&classDate=12/16/2024&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Julie Voshell,none,none,1 hour &30 minutes
Ballet Academy East,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8426&classDate=12/16/2024&clsLoc=1,LIVE-STREAM Stretch & Strengthen,Julie Voshell,none,none,1 hour &15 minutes
Ballet Academy East,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8407&classDate=12/16/2024&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Roni Mahler (4),none,none,1 hour &30 minutes
Ballet Academy East,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8389&classDate=12/16/2024&clsLoc=1,LIVE-STREAM Basic Beginner Ballet,Julie Voshell,none,none,1 hour &30 minutes
