Studio,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
Ailey Studios,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146828307&classDate=12/16/2024&clsLoc=1,ONLINE Restorative Stretches for Adults,Sarita Allen,none,1 hour
Ailey Studios,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146828303&classDate=12/16/2024&clsLoc=1,ONLINE Hip-Hop Cardio,Matthew Johnson Harris,none,1 hour
Ailey Studios,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146828314&classDate=12/16/2024&clsLoc=1,ONLINE Zumba®,Will Negrillo,none,1 hour
Ailey Studios,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146828299&classDate=12/16/2024&clsLoc=1,ONLINE Beg Ballet,Anna Lederfeind,none,1 hour &30 minutes
Ailey Studios,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146828310&classDate=12/16/2024&clsLoc=1,ONLINE Beg West African,Bakary Fall (1),none,1 hour
Ailey Studios,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146829890&classDate=12/16/2024&clsLoc=1,ONLINE Adv Beg Contemporary,Michael Thomas,none,1 hour &30 minutes
