Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Basic Theater,Melodye Redding,none,2024-05-07,Theater
Taylor School,09:00:00,Slow Flow Vinyasa Yoga,Erica Caruso,none,2024-05-07,Additional Disciplines
Steps,09:00:00,Int Ballet,Jen Kreichman (1),none,2024-05-07,Ballet
BDC,09:00:00,Basic Contemp,Lorena Cobos,none,2024-05-07,Contemporary/Modern
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2024-05-07,Ballet
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-05-07,Ballet
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-05-07,Additional Disciplines
ILD NJ,09:30:00,Beg Kpop,Regina Lustre,none,2024-05-07,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-05-07,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-05-07,Ballet
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2024-05-07,Additional Disciplines
Gibney,10:00:00,Ballet,Aaron Loux,none,2024-05-07,Ballet
Ailey,10:00:00,Beg Ballet,Ronald Alexander,none,2024-05-07,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-05-07,Ballet
Steps,10:00:00,Adv Pro Ballet,Maxim Beloserkovsky,none,2024-05-07,Ballet
BAE,10:00:00,Basic Beg Ballet,Selina Chau,none,2024-05-07,Ballet
Peridance,10:00:00,Int Contemp,Emily Greenwell,none,2024-05-07,Contemporary/Modern
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2024-05-07,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Christina Lynch Markham (2),none,2024-05-07,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Tina *Fehlandt  (3),none,2024-05-07,Ballet
Steps,10:00:00,Beg Contemp,Emily Bufferd,none,2024-05-07,Contemporary/Modern
Gibney,10:00:00,Countertechnique,Francesca Dominguez,none,2024-05-07,Additional Disciplines
BDC,10:30:00,Basic Hip-Hop,Dr. Ew,none,2024-05-07,Street/Choreography
BDC,10:30:00,Adv Beg Theater,Adam Wedesky (1),none,2024-05-07,Theater
BDC,10:30:00,Beg Ballet,Jamie Salmon,none,2024-05-07,Ballet
BDC,10:30:00,Adv Beg Tap,Dre Torres,none,2024-05-07,Tap
Steps,10:30:00,Rommett Floor Barre,Marguerite Wesley,none,2024-05-07,Ballet
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,none,2024-05-07,Ballet
BDC,10:30:00,Adv Beg Contemp,Eric Campros,none,2024-05-07,Contemporary/Modern
BDC,10:45:00,All Levels Lastics Stretch Technique,Donna Flagg,none,2024-05-07,Additional Disciplines
Steps,11:00:00,Adv/Beg Ballet,Temple Kemezis,none,2024-05-07,Ballet
Peridance,11:00:00,Open Pointe,Kathy Sullivan,none,2024-05-07,Ballet
Steps,11:00:00,Adv/Beg Broadway Tap,Andrew Black,none,2024-05-07,Tap
BAE,11:30:00,Intro To Ballet,Julie Voshell,none,2024-05-07,Ballet
Steps,11:30:00,Adv/Beg Theater Jazz,Rachel Leigh Dolan,none,2024-05-07,Theater
Peridance,11:30:00,Beg Ballet,Yuka Kawazu,none,2024-05-07,Ballet
Peridance,11:30:00,Int Munz Barre,Bivi Kimura,none,2024-05-07,Ballet
Peridance,11:30:00,Beg Contemp,Bo Kyung Lee,none,2024-05-07,Contemporary/Modern
