BDC,13:30:00,All Levels Salsa/Mambo Fundamentals,Lyrik Cruz,none,2024-04-30,World
Ailey,18:00:00,Beg Salsa,Baila Society,none,2024-04-30,World
Mark Morris,18:00:00,Senegalese Dance,Marie *Basse,none,2024-04-30,World
Cumbe,18:30:00,West African Dance,Vado Diomande,none,2024-04-30,World
Ailey,18:30:00,Afro-Cuban Folkloric,LA MORA,none,2024-04-30,World
Cumbe,19:00:00,Afro-Fusion All Levels,Tamara Jones,none,2024-04-30,World
Mark Morris,19:00:00,Beg Haitian,Véronëque *Ignace,none,2024-04-30,World
Steps,19:00:00,Open Afro Brazilian,Janete Silva,none,2024-04-30,World
Peridance,19:15:00,Beg African,Djoniba Mouflet,none,2024-04-30,World
BDC,19:30:00,All Levels Afro Dance Class,Elton Bediako (3),none,2024-04-30,World
Ailey,19:30:00,Samba/Afro-Brazilian,Quenia Ribeiro,none,2024-04-30,World
