Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7907&classDate=1/6/2024&clsLoc=1,IN-STUDIO Mat Pilates Class,Courtney Conner,none,Studio 4,1 hour
Ballet Academy East,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8047&classDate=1/6/2024&clsLoc=1,IN-STUDIO Beginner Ballet,Stephanie Rae Williams (11),none,none,1 hour &30 minutes
Ballet Academy East,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8046&classDate=1/6/2024&clsLoc=1,IN-STUDIO Introduction to Ballet,Julie Voshell (12),none,none,1 hour &30 minutes
Ballet Academy East,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8000&classDate=1/6/2024&clsLoc=1,IN-STUDIO Intermediate Ballet,Sean Kelly,none,Studio 4,1 hour &30 minutes
Ballet Academy East,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7982&classDate=1/6/2024&clsLoc=1,IN-STUDIO Advanced Beginner Ballet,Julie Voshell,none,Studio 5,1 hour &30 minutes
Ballet Academy East,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7950&classDate=1/6/2024&clsLoc=1,IN-STUDIO Basic Beginner Ballet,Sean Kelly,none,Studio 4,1 hour &30 minutes
Ballet Academy East,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7921&classDate=1/6/2024&clsLoc=1,IN-STUDIO Pointe Class,Julie Voshell,none,Studio 5,1 hour
