Studio,Start time,,Class Schedule,Instructor,Studio,Duration
Ailey Studios,6:30 pm EST,none,ONLINE: Beginner Contemporary,Cancelled Today,none,1 hour &30 minutes
Ailey Studios,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146826187&classDate=2/21/2024&clsLoc=1,ONLINE: Zumba,Mike Gomez,none,1 hour
