BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-04-18,Theater
Steps,11:45:00,Int/Adv Theater Jazz,Charlie Sutton,none,2024-04-18,Theater
BDC,12:00:00,Beg Broadway Jazz,Sue Samuels,none,2024-04-18,Theater
BDC,12:00:00,Int Theater,Tanner Lane (3),none,2024-04-18,Theater
Steps,13:00:00,Adv/Int Theater Jazz,Jessica Lee Goldyn,none,2024-04-18,Theater
Steps,13:00:00,Int Classic Theater Jazz,Mindy Moeller (2),none,2024-04-18,Theater
Steps,14:15:00,Int/Adv Theater Fusion,Devin Richey,none,2024-04-18,Theater
BDC,15:00:00,Adv Beg Theater,Marjorie Failoni,none,2024-04-18,Theater
BDC,16:30:00,Int Adv Theater Jazz,Marc Kimelman,none,2024-04-18,Theater
Steps,16:45:00,Adv/Int Theater Jazz,Billy Griffin,none,2024-04-18,Theater
Ballet Arts,17:30:00,Theater Dance Repertory !,Stephen Reed,none,2024-04-18,Theater
BDC,18:00:00,Beg Theater,Elyn Collier,none,2024-04-18,Theater
Ailey,18:30:00,Beg Broadway Dance,Nathan Fister (1),none,2024-04-18,Theater
BDC,19:30:00,Basic Theater,Daniel Booda,none,2024-04-18,Theater
