Studio,Start time,Sign up,Classes,Teacher,Room,Duration
Ballet Arts,9:00 am EST,none,VIRTUAL: Pilates / Stretch,Charmaine Trotman-Shumantov,Ballet Arts Virtual 3,1 hour &30 minutes
Ballet Arts,11:00 am EST,none,VIRTUAL: INTERMEDIATE Ballet,Karin Averty (2),BALLET Arts - VIRTUAL STUDIO,1 hour &30 minutes
Ballet Arts,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2353&classDate=11/25/2023&clsLoc=1,VIRTUAL: ADVANCED BEGINNER Ballet,Noriko Hara,BALLET Arts - VIRTUAL STUDIO,1 hour &30 minutes
Ballet Arts,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2366&classDate=11/25/2023&clsLoc=1,VIRTUAL: BALLET OPEN LEVEL,Yuka Kawazu,BALLET Arts - VIRTUAL STUDIO,1 hour &30 minutes
