Studio,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
Ailey Studios,9:30 am EST,none,ONLINE: Pilates Fusion,Olivia Bowman-Jackson (1),none,1 hour
Ailey Studios,10:00 am EST,none,ONLINE: Masala Bhangra,Sarina Jain,none,1 hour
Ailey Studios,10:00 am EST,none,ONLINE: Absolute Beginner Ballet,Sean Kelly (2),none,1 hour
Ailey Studios,11:15 am EST,none,ONLINE: Zumba,Carlos Chavez (3),none,1 hour
