Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,11:30 am EDT,none,Virtual 2-Hour Class: Adv/Int Theater Jazz,Al Blackstone,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=2147089635&classDate=5/20/2024&clsLoc=1,Virtual Spotlight: Adv/Int Commercial Jazz,Nick Palmquist,Steps on Broadway,2 hours
Steps on Broadway,9:00 am EDT,none,Virtual 90 Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EDT,none,Virtual 90 Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,none,Virtual 90 Adv/Int Ballet,Kate Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,none,Virtual 90 Rommett Floor Barre,Jodi Moccia,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:45 am EDT,none,Virtual 90 Adv/Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,none,Virtual 90 Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087878&classDate=5/20/2024&clsLoc=1,Virtual 90 Int Ballet,Kurt Froman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089025&classDate=5/20/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary Ballet,Nicholas Korkos,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085311&classDate=5/20/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Espen Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089125&classDate=5/20/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary,Max Stone,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089674&classDate=5/20/2024&clsLoc=1,Virtual 90 Adv/Int Contemporary,Norbert De La Cruz III,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EDT,none,Virtual 90 Int/Adv Jazz Technique,Tori Carboni (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088779&classDate=5/20/2024&clsLoc=1,Virtual 90 Int/Adv Jazz,Dylan Pearce,Steps on Broadway,1 hour &30 minutes
