Studio,Start time,Classes,Instructor,Sign up
ILD Queens,18:00:00,Eta | New Jeans Part 4,Eunice Shin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8220&classDate=8/21/2023&clsLoc=1
ILD Queens,19:40:00,All Levels Choreo,Christina Ryu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8060&classDate=8/21/2023&clsLoc=1
