Studio,Start time,Classes,Instructor,Sign up
ILD Queens,18:00:00,Eta | New Jeans Part 4,Eunice Shin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8220&classDate=8/23/2023&clsLoc=1
ILD Queens,19:30:00,Shhh | Kiss Of Life Part 4,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8258&classDate=8/23/2023&clsLoc=1
