Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Beg Contemp,Jenifer Dillow,none,2024-01-04,Contemporary/Modern
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2024-01-04,Ballet
Steps,09:00:00,Int Ballet,Cave,none,2024-01-04,Ballet
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-01-04,Ballet
BDC,09:15:00,Moving Meditation,Mariangel Romero,none,2024-01-04,Additional Disciplines
ILD NJ,09:30:00,Kpop Diet Dance,Min Seon Kim,none,2024-01-04,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-01-04,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,"Kaufman, L. (1)",none,2024-01-04,Ballet
Steps,10:00:00,Beg Jazz,Spinelli (7),none,2024-01-04,Jazz
BAE,10:00:00,Intro To Ballet,Sean Kelly (7),none,2024-01-04,Ballet
Peridance,10:00:00,Adv Ballet,Nick Korkos (1),none,2024-01-04,Ballet
Gibney,10:00:00,Super Chill Ballet,Doron Perk,none,2024-01-04,Ballet
Ailey,10:00:00,Adv Beg Ballet,Ronald Alexander,none,2024-01-04,Ballet
Gibney,10:00:00,Countertechnique,Anouk van Dijk,none,2024-01-04,Additional Disciplines
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-01-04,Ballet
Mark Morris,10:00:00,Beg Ballet,Tristan *Grannum,none,2024-01-04,Ballet
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,none,2024-01-04,Ballet
Peridance,10:00:00,Int Contemp,Assaf Salhov,none,2024-01-04,Contemporary/Modern
Gibney,10:00:00,Contemp At 280,Amy Miller,none,2024-01-04,Contemporary/Modern
Gibney,10:00:00,Contemp Release,Teacher TBD,none,2024-01-04,Contemporary/Modern
Steps,10:30:00,Rommett Floor Barre,Wesley,none,2024-01-04,Ballet
Steps,10:30:00,Int Broadway Tap,Winans,none,2024-01-04,Tap
BDC,10:30:00,Int Ballet,Josh Kolberg (2),none,2024-01-04,Ballet
BDC,10:30:00,Adv Beg Contemp,Ashley Lynne King (1),none,2024-01-04,Contemporary/Modern
BDC,10:30:00,Basic Tap,Ali Dietz,none,2024-01-04,Tap
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-01-04,Theater
BDC,10:30:00,Beg Hip-Hop,Ness Martinez,none,2024-01-04,Street/Choreography
Steps,11:00:00,Adv/Beg Ballet,Kemezis,none,2024-01-04,Ballet
BAE,11:00:00,Floor Barre,Hope Ruth,none,2024-01-04,Ballet
Mark Morris,11:00:00,Int Contemp,Chelsea *Thedinga (3),none,2024-01-04,Contemporary/Modern
Peridance,11:00:00,Open Pointe,Kathy Sullivan,none,2024-01-04,Ballet
Steps,11:30:00,Adv Pro Ballet,Bielski,none,2024-01-04,Ballet
BAE,11:30:00,Int Ballet,Shirley Bassat,none,2024-01-04,Ballet
Steps,11:30:00,Adv/Beg Contemp,"Jackson, M",none,2024-01-04,Contemporary/Modern
Peridance,11:30:00,Beg Ballet,Mary Burns (3),none,2024-01-04,Ballet
Peridance,11:30:00,Int Graham,Caterina Rago,none,2024-01-04,Contemporary/Modern
Peridance,11:30:00,Adv Contemp,Guest Artist (2),none,2024-01-04,Contemporary/Modern
Peridance,11:30:00,Open Yoga,Marisa Martin,none,2024-01-04,Additional Disciplines
Ballet Arts,11:30:00,Int Ballet,Noriko Hara,none,2024-01-04,Ballet
BAE,11:30:00,Basic Beg Ballet,Sean Kelly (8),none,2024-01-04,Ballet
Steps,11:45:00,Adv/Int Theater Jazz,Alex Sanchez (9),none,2024-01-04,Theater
Steps,12:00:00,Basic Tap,Carminucci,none,2024-01-04,Tap
BDC,12:00:00,Adv Beg Ballet,Dorit Koppel,none,2024-01-04,Ballet
BDC,12:00:00,Int Theater,Andrew Wilson,none,2024-01-04,Theater
BDC,12:00:00,Beg Broadway Jazz,Kara Ayn Napolitano (3),none,2024-01-04,Theater
BDC,12:00:00,Beg Tap,Jill Kenney,none,2024-01-04,Tap
BDC,12:00:00,Beg House,Huu Rock,none,2024-01-04,Street/Choreography
Gibney,12:00:00,Countertechnique,Cancelled Today,none,2024-01-04,Additional Disciplines
BAE,12:00:00,Beg Ballet,Hope Ruth,none,2024-01-04,Ballet
Gibney,12:30:00,Zena Rommett Floor-Barre At 280,Jodi Moccia,none,2024-01-04,Ballet
Steps,12:30:00,Int Tap,"Dixon, J.",none,2024-01-04,Tap
Steps,12:30:00,Int Contemp,Lobel (4),none,2024-01-04,Contemporary/Modern
Ballet Arts,13:00:00,Int Ballet,Anna Fateeva,none,2024-01-04,Ballet
Peridance,13:00:00,Open Heels,Hector Invictus Lopez,none,2024-01-04,Street/Choreography
Peridance,13:00:00,Adv Contemp,Max Stone,none,2024-01-04,Contemporary/Modern
Peridance,13:00:00,Int Ballet,Kate Loh,none,2024-01-04,Ballet
Steps,13:15:00,Int Classic Theater Jazz,Moore,none,2024-01-04,Theater
Steps,13:15:00,Adv Theater Dance,Meahl (10),none,2024-01-04,Theater
Steps,13:30:00,Pilates Mat,Cummings,none,2024-01-04,Additional Disciplines
BDC,13:30:00,Int Contemp,Jaclyn Walsh,none,2024-01-04,Contemporary/Modern
BDC,13:30:00,Adv Beg Tap,Avital Asuleen,none,2024-01-04,Tap
Steps,13:30:00,Int Ballet,Hara,none,2024-01-04,Ballet
BDC,13:30:00,Beg Jazz,Heather Rigg,none,2024-01-04,Jazz
BDC,13:30:00,All Levels Voice,Eric Fotre Leach,none,2024-01-04,Additional Disciplines
BDC,13:30:00,Basic Ballet,Dorit Koppel,none,2024-01-04,Ballet
Steps,13:45:00,Beg Tap,Carminucci,none,2024-01-04,Tap
Steps,14:15:00,Adv/Beg Tap,Korenblum,none,2024-01-04,Tap
Peridance,14:30:00,Adv Contemp,Mike Esperanza,none,2024-01-04,Contemporary/Modern
Peridance,14:30:00,Int Choreo,Guest Artist (4),none,2024-01-04,Street/Choreography
Steps,14:30:00,Int Comm Jazz,Gold,none,2024-01-04,Jazz
Ballet Arts,14:30:00,Adv Int Ballet,François Perron,none,2024-01-04,Ballet
Peridance,14:30:00,Open House | Moptop,Caleaf Sellers,none,2024-01-04,Street/Choreography
Steps,15:00:00,Adv/Int Jazz,Roshe,none,2024-01-04,Jazz
BDC,15:00:00,Beg Ballet,Yuka Kawazu,none,2024-01-04,Ballet
BDC,15:00:00,Adv Beg Theater,Marjorie Failoni,none,2024-01-04,Theater
Brickhouse,15:00:00,Choreo Int/Adv,Darrin Little,none,2024-01-04,Street/Choreography
BDC,15:00:00,Int Tap,April Cook,none,2024-01-04,Tap
BDC,15:00:00,Beg Contemp,Elodie Dufroux (4),none,2024-01-04,Contemporary/Modern
BDC,15:00:00,Adv Beg Jazz Funk,Miles Keeney,none,2024-01-04,Street/Choreography
Steps,15:15:00,Adv/Int Contemp,Drablos,none,2024-01-04,Contemporary/Modern
Cre8ivity NJ,15:45:00,Int Ballet Ages 9-12,Gianna Caridi,none,2024-01-04,Ballet
Peridance,16:00:00,Open House,Sekou Heru,none,2024-01-04,Street/Choreography
Peridance,16:00:00,Open Ballet/Pointe,Dianna Warren,none,2024-01-04,Ballet
Ballet Arts,16:00:00,Contemp,Danita Shaheen,none,2024-01-04,Contemporary/Modern
BDC,16:30:00,Adv Beg Contemp Jazz,Nijawwon Matthews,none,2024-01-04,Contemporary/Modern
BDC,16:30:00,Beg Tap,Canceled Today,none,2024-01-04,Tap
BDC,16:30:00,Int Ballet,Benjamin Briones,none,2024-01-04,Ballet
BDC,16:30:00,Int Street Jazz,Nick Kim (5),none,2024-01-04,Street/Choreography
PMT,16:30:00,Adv. Beg. Jazz,Cristal Del Mar Lopez (1),none,2024-01-04,Jazz
BDC,16:30:00,Int Theater,Josh Walden,none,2024-01-04,Theater
Brickhouse,16:30:00,Hip Hop Int/Adv,Nycole Altchiler,none,2024-01-04,Street/Choreography
Cre8ivity NJ,16:45:00,Int Street Jazz Ages 9-12,Carlos Neto,none,2024-01-04,Street/Choreography
Steps,16:45:00,Adv/Int Theater Jazz,Griffin,none,2024-01-04,Theater
Steps,16:45:00,Adv/Beg Jazz Across The Floor,Stanfield (8),none,2024-01-04,Jazz
ILD NJ,16:45:00,Kids Kpop 9,Regina Lustre,none,2024-01-04,Additional Disciplines
PJM,17:00:00,Open Heels,Saki,none,2024-01-04,Street/Choreography
Steps,17:00:00,Adv/Int Ballet,Averty (2),none,2024-01-04,Ballet
Steps,17:15:00,Int Tap,Grant,none,2024-01-04,Tap
Peridance,17:30:00,Adv Contemp,Mathew James,none,2024-01-04,Contemporary/Modern
Ballet Arts,17:30:00,Theater Dance Repertory !,Stephen Reed,none,2024-01-04,Theater
Peridance,17:30:00,Int Hip Hop,Tomoe Beasty Carr,none,2024-01-04,Street/Choreography
Gibney,18:00:00,Modernish Technique,Teacher TBD,none,2024-01-04,Contemporary/Modern
BDC,18:00:00,Int Adv Tap,Rashaan James (7),none,2024-01-04,Tap
ILD NJ,18:00:00,Chasing That Feeling | Txt One Day,Regina Lustre,none,2024-01-04,Additional Disciplines
BDC,18:00:00,Int Contemp Fusion,Maleek Washington,none,2024-01-04,Contemporary/Modern
Cre8ivity NJ,18:00:00,Int/Adv Street Jazz Ages 13+,Carlos Neto,none,2024-01-04,Street/Choreography
Taylor School,18:00:00,Adult Open Ballet,Cancelled Today,none,2024-01-04,Ballet
BDC,18:00:00,Beg Theater,Tiger Brown (6),none,2024-01-04,Theater
BDC,18:00:00,Basic Ballet,Erica Ratkovicz,none,2024-01-04,Ballet
SassClass,18:00:00,Sexy Stilettos,Lia (3),none,2024-01-04,Street/Choreography
PMT,18:00:00,Adv. Beg. Choreo,Bo Belza,none,2024-01-04,Street/Choreography
