Studio,Start time,Sign up,Sessions,Teacher,Studio,Duration
Gibney 280,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12677&classDate=8/19/2023&clsLoc=1,Gaga/people at 280,Rotating Gaga Teachers,Gibney 280: Studio C,1 hour
Gibney 280,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12570&classDate=8/19/2023&clsLoc=1,Intermediate/Advanced Beginner Ballet with Kat Wildish at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour & 30 minutes
Gibney 280,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12648&classDate=8/19/2023&clsLoc=1,AfroKorp with Argelia Arreola at 280,Argelia Arreola,Gibney 280: Studio E,1 hour & 45 minutes
Gibney 280,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12649&classDate=8/19/2023&clsLoc=1,Embodiment through Dance Movement Therapy at 280,Giulia Carotenuto,Gibney 280: Studio D,1 hour & 45 minutes
Gibney 280,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12650&classDate=8/19/2023&clsLoc=1,Pointe with Kat Wildish at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour
