Studio,Start time,Sign up,Classes,Teacher,Duration
Cumbe Dance Center,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4130&classDate=9/14/2023&clsLoc=1,ASA! with Dianne [All Levels],Dianne Adkins-Forte,1 hour & 15 minutes
Cumbe Dance Center,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4000&classDate=9/14/2023&clsLoc=1,West African Drumming [All Levels],Vado Diomande,1 hour & 30 minutes
Cumbe Dance Center,7:00 pm  EDT,none,Chicago Style Steppin' [All Levels],Cancelled Today,1 hour & 30 minutes
Cumbe Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=4150&classDate=9/14/2023&clsLoc=1,Master Class: West African - Guinean Dance,Youssouf Koumbassa,1 hour & 30 minutes
