Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086214&classDate=2/16/2024&clsLoc=1,In-Studio Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087010&classDate=2/16/2024&clsLoc=1,In-Studio Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088502&classDate=2/16/2024&clsLoc=1,In-Studio Adv/Int Ballet,Kate Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087012&classDate=2/16/2024&clsLoc=1,In-Studio Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087013&classDate=2/16/2024&clsLoc=1,In-Studio Adv/Int Ballet,Elena Kunikova,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087880&classDate=2/16/2024&clsLoc=1,In-Studio Int Ballet,Kurt Froman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087014&classDate=2/16/2024&clsLoc=1,In-Studio Adv/Int Ballet,Karin Averty,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087015&classDate=2/16/2024&clsLoc=1,In-Studio Beg/Int Ballet,Noriko Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088292&classDate=2/16/2024&clsLoc=1,In-Studio Int Contemporary,Michaela McGowan (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088033&classDate=2/16/2024&clsLoc=1,In-Studio Int/Adv Contemporary Jazz,Jordan Lombardi (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086071&classDate=2/16/2024&clsLoc=1,In-Studio Int/Adv Contemporary,Ryan Redmond (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088772&classDate=2/16/2024&clsLoc=1,In-Studio Adv/Int Contemporary,Tiffany Rea-Fisher,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147084595&classDate=2/16/2024&clsLoc=1,In-Studio Beg/Int Jazz,Tommy Scrivens (4),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087018&classDate=2/16/2024&clsLoc=1,In-Studio Int Jazz,Plu Sayampol,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087020&classDate=2/16/2024&clsLoc=1,In-Studio Adv/Int Jazz,Sarah Meahl (5),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088127&classDate=2/16/2024&clsLoc=1,In-Studio Int Jazz,Richard Pierlon,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:15 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085600&classDate=2/16/2024&clsLoc=1,In-Studio Adv/Beg Contemporary Modern,Briana Reed,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087437&classDate=2/16/2024&clsLoc=1,In-Studio Basic Graham Based Modern,Lindsay Poulis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087022&classDate=2/16/2024&clsLoc=1,In-Studio Int Modern/Horton,JoLea Maffei,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088653&classDate=2/16/2024&clsLoc=1,In-Studio Spotlight: Adv/Int Contemporary Theater,Ellenore Scott,Steps on Broadway,2 hours
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085602&classDate=2/16/2024&clsLoc=1,In-Studio Open Hip Hop,Rita Tuitt (6),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087982&classDate=2/16/2024&clsLoc=1,In-Studio Open Level Yoga,Devin Mae Conway,Steps on Broadway,1 hour
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087023&classDate=2/16/2024&clsLoc=1,In-Studio Ballet Workout,Kate Stephan,Steps on Broadway,1 hour
Steps on Broadway,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087913&classDate=2/16/2024&clsLoc=1,In-Studio Pilates Mat,Laura Shapiro (7),Steps on Broadway,1 hour
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087024&classDate=2/16/2024&clsLoc=1,In-Studio Lastics Stretch,Jaime Torres,Steps on Broadway,1 hour
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085532&classDate=2/16/2024&clsLoc=1,In-Studio Adv/Beg Broadway Tap,Andrew Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085606&classDate=2/16/2024&clsLoc=1,In-Studio Int Broadway Tap,Andrew Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085608&classDate=2/16/2024&clsLoc=1,In-Studio Int/Adv Rep Tap,Lynn Schwab,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085609&classDate=2/16/2024&clsLoc=1,In-Studio Int Tap,Felipe Galganni,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088757&classDate=2/16/2024&clsLoc=1,In-Studio Adv Tap,Derick Grant,Steps on Broadway,1 hour &30 minutes
