Studio,Start time,,Classes,Teacher,Accompanist,Co-Teacher,Location,Duration
Peridance,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6736&classDate=3/20/2024&clsLoc=1,Open Yoga,Sarah Iguchi,none,none,Peridance Center,1 hour
Peridance,9:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6725&classDate=3/20/2024&clsLoc=1,Open Ballet,Greg Zane,none,none,Peridance Center,1 hour &30 minutes
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6795&classDate=3/20/2024&clsLoc=1,Adv Ballet,Artistic Director: Igal Perry,Raisa Umanskaya,none,Peridance Center,1 hour &30 minutes
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=4301&classDate=3/20/2024&clsLoc=1,Inter Contemporary,Brandon Coleman,none,none,Peridance Center,1 hour &30 minutes
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5260&classDate=3/20/2024&clsLoc=1,Open Barre à Terre,Anabella Lenzu,none,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=7078&classDate=3/20/2024&clsLoc=1,Adv Ballet,Michelle Thompson,Raisa Umanskaya,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6721&classDate=3/20/2024&clsLoc=1,Beg Ballet,Martha Chapman,Michael Dolnikov,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=5484&classDate=3/20/2024&clsLoc=1,Inter Broadway Jazz,Sue Samuels,none,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5509&classDate=3/20/2024&clsLoc=1,Inter Contemporary,Jana Hicks (1),none,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6956&classDate=3/20/2024&clsLoc=1,Beg Horton,Katrina Perrin,Chris O'Leary,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5418&classDate=3/20/2024&clsLoc=1,Inter Ballet,Billy Blanken,none,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6737&classDate=3/20/2024&clsLoc=1,Inter Choreography,James Kho,none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7122&classDate=3/20/2024&clsLoc=1,Adv Contemporary,Chris Bloom (2),none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5402&classDate=3/20/2024&clsLoc=1,Beg House,Ejoe Wilson,none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6780&classDate=3/20/2024&clsLoc=1,Open Stretch,Diego Funes,none,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6342&classDate=3/20/2024&clsLoc=1,Inter Hip Hop,TweetBoogie _,none,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5472&classDate=3/20/2024&clsLoc=1,Open Dancehall,Korie Genius,none,none,Peridance Center,1 hour &30 minutes
Peridance,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=7158&classDate=3/20/2024&clsLoc=1,Beg Popping,David Castro (3),none,none,Peridance Center,1 hour &30 minutes
Peridance,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5659&classDate=3/20/2024&clsLoc=1,Inter Choreography,Edson Maldonado (4),none,none,Peridance Center,1 hour &30 minutes
Peridance,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6667&classDate=3/20/2024&clsLoc=1,Beg African,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,none,Peridance Center,1 hour &30 minutes
Peridance,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6741&classDate=3/20/2024&clsLoc=1,Inter Contemporary,Kristalyn Gill,none,none,Peridance Center,1 hour &30 minutes
Peridance,7:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6669&classDate=3/20/2024&clsLoc=1,Adv Choreography,Esosa Oviasu,none,none,Peridance Center,1 hour &30 minutes
Peridance,7:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6668&classDate=3/20/2024&clsLoc=1,Beg Contemporary Jazz,Leslie Blake Walker (5),none,none,Peridance Center,1 hour &30 minutes
Peridance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6670&classDate=3/20/2024&clsLoc=1,Inter Heels,Chris Ralph,none,none,Peridance Center,1 hour &30 minutes
Peridance,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6671&classDate=3/20/2024&clsLoc=1,Open Afro-Cuban,La Mora Pérez | DJONIBA DANCE CENTRE,none,none,Peridance Center,1 hour &30 minutes
Peridance,8:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6903&classDate=3/20/2024&clsLoc=1,Beg Waacking,Shar Adrias (6),none,none,Peridance Center,1 hour &30 minutes
