Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am  EDT,none,Virtual 90 Int Ballet,Kreichman (1),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,9:45 am  EDT,none,Virtual 90 Int/Adv Pro Ballet,Fairchild (2),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:00 am  EDT,none,Virtual 90 Adv Pro Ballet,Beloserkovsky,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:30 am  EDT,none,Virtual 90 Rommett Floor Barre,Wesley,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084562&classDate=10/5/2023&clsLoc=1,Virtual 90 Adv/Beg Ballet,Kemezis,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083038&classDate=10/5/2023&clsLoc=1,Virtual 90 Adv Pro Ballet,Bielski,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083048&classDate=10/5/2023&clsLoc=1,Virtual 90 Int Ballet,Hara,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085314&classDate=10/5/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,Giljane,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083050&classDate=10/5/2023&clsLoc=1,Virtual 90 Beg/Int Ballet,Liceica (3),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084620&classDate=10/5/2023&clsLoc=1,Virtual 90 Adv/Beg Contemporary,"Jackson, M",Steps on Broadway,1 hour & 30 minutes
