Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,9:30 am EDT,none,In-StudioNJ: Kpop Diet Dance,Min Seon Kim,Fort Lee Studio 1,1 hour
ILoveDance,4:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9387&classDate=5/2/2024&clsLoc=1,In-StudioNJ: Kids Kpop (9 - 12 years old),Maylin Ramos,Fort Lee Studio 1,1 hour
ILoveDance,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9633&classDate=5/2/2024&clsLoc=1,In-StudioNJ: SHEESH | BABYMONSTER (Part 1),Maylin Ramos,Fort Lee Studio 1,1 hour &20 minutes
ILoveDance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8436&classDate=5/2/2024&clsLoc=1,In-StudioNJ: Adv Beg Choreography,Alice Wu,Fort Lee Studio 1,1 hour &20 minutes
ILoveDance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9585&classDate=5/2/2024&clsLoc=1,In-StudioNJ: Deja Vu | TXT (Part 1),Regina Lustre,none,1 hour &20 minutes
