Studio,Start time,,Sessions,Teacher,Studio,Duration
Gibney,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12880&classDate=5/2/2024&clsLoc=1,Contemporary Release with Wesley Ensminger at 280,Wesley Ensminger,Gibney 280: Studio C,1 hour &45 minutes
Gibney,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13250&classDate=5/2/2024&clsLoc=1,Super Chill Ballet with Doron Perk at 890,Doron Perk,Gibney 890: Studio 5-2,1 hour &45 minutes
Gibney,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13291&classDate=5/2/2024&clsLoc=1,Countertechnique with Catheryn Clifford at 280,Catheryn Clifford,Gibney 280: Studio C,1 hour &45 minutes
Gibney,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13251&classDate=5/2/2024&clsLoc=1,Zena Rommett Floor-Barre® at 280,Jodi Moccia,Gibney 280: Studio D,1 hour &30 minutes
Gibney,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13252&classDate=5/2/2024&clsLoc=1,Intermediate/Advanced Beginner Ballet with Kat Wildish at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour
