Studio,Start time,,Classes,Teacher,Duration
Brickhouse,6:00 pm EDT,none,Generation X (Private),Kelly Peters,3 hours
Brickhouse,9:00 pm EDT,none,X Pro (Private),Kelly Peters,2 hours
