Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9357&classDate=3/8/2024&clsLoc=1,In-StudioNJ: EASY | LE SSERAFIM (Part 1),MJ Choi,Fort Lee Studio 1,1 hour &20 minutes
ILoveDance,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9301&classDate=3/8/2024&clsLoc=1,In-StudioNJ: SMART | LE SSERAFIM (Part 1),Min Seon Kim,Fort Lee Studio 1,1 hour &20 minutes
