Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=9297&classDate=3/8/2024&clsLoc=1,In-StudioM: SMART | LE SSERAFIM (Part 1),Winnie Chung,Manhattan,1 hour &20 minutes
ILoveDance,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=9246&classDate=3/8/2024&clsLoc=1,In-StudioM: Killin' It | P1Harmony (Part 1),Ying Dong,Manhattan,1 hour &20 minutes
