Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9309&classDate=3/19/2024&clsLoc=1,In-StudioQ: SMART | LE SSERAFIM (Part 3),Winnie Chung,Flushing,1 hour &20 minutes
ILoveDance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9337&classDate=3/19/2024&clsLoc=1,In-StudioQ: Mr. Vampire | ITZY (Part 3),Maylin Ramos,Flushing,1 hour &20 minutes
