Studio,Start time,Sign up,Classes,Instructor
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/SuNky7EFjypzco3Au6uf,All Levels Hip Hop,"Quilan ""Cue"" Arnold"
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/6nRAubkT6lS4KDHBIrSN,Beg./Adv. Beginner Choreography,Amy Gatewood
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/a1wdoH0pDRjCyrKJvIAN,Int./Adv. Choreography,Esosa Oviasu
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/Nstl69IR5yYrg8qAYTwC,Beginner Breaking,Static
