Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082442&classDate=9/17/2023&clsLoc=1,Virtual 90 Adv Ballet,Averty,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082444&classDate=9/17/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,"Goldman, N.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082445&classDate=9/17/2023&clsLoc=1,Virtual 90 Beg Ballet,"Supan, L.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084381&classDate=9/17/2023&clsLoc=1,Virtual 90 Beg/Int Ballet,Cave,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082454&classDate=9/17/2023&clsLoc=1,Virtual 90 Int Ballet,Gelinas,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087902&classDate=9/17/2023&clsLoc=1,Virtual 90 Int/Adv Contemporary,"White, Jamal Kamau",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082450&classDate=9/17/2023&clsLoc=1,Virtual 90 Beg Jazz,Gerson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083164&classDate=9/17/2023&clsLoc=1,Virtual 90 Int Jazz,Kobayashi (1),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083156&classDate=9/17/2023&clsLoc=1,Virtual 90 Adv/Beg Contemporary Modern,"Reed, B.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087977&classDate=9/17/2023&clsLoc=1,Virtual Spotlight: Open Heels,Petronelli,Steps on Broadway,2 hours
Steps on Broadway,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087227&classDate=9/17/2023&clsLoc=1,Virtual 90 Beg Hip Hop,"Mitchell, A.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147085066&classDate=9/17/2023&clsLoc=1,Virtual 60 Lastics Stretch,Scholz,Steps on Broadway,1 hour
Steps on Broadway,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087277&classDate=9/17/2023&clsLoc=1,Virtual 60 Basic Swing Dance,McDaniel,Steps on Broadway,1 hour
Steps on Broadway,5:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087820&classDate=9/17/2023&clsLoc=1,Virtual 60 Absolute Beginner Swing,McDaniel,Steps on Broadway,1 hour
Steps on Broadway,12:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082448&classDate=9/17/2023&clsLoc=1,Virtual 90 Adv/Beg Tap,Galganni,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084576&classDate=9/17/2023&clsLoc=1,Virtual 90 Beg Tap,Ponza,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085292&classDate=9/17/2023&clsLoc=1,Virtual 90 Int Broadway Tap,Benton (2),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083876&classDate=9/17/2023&clsLoc=1,Virtual 90 Int Theater Jazz,Darlington (3),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082452&classDate=9/17/2023&clsLoc=1,Virtual 90 Adv/Beg Theater Jazz,Biagini,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087306&classDate=9/17/2023&clsLoc=1,Virtual 90 Adv/Int Classic Theater Jazz,Moore,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087349&classDate=9/17/2023&clsLoc=1,Virtual 90 Int Theater Jazz,Diniz (4),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087991&classDate=9/17/2023&clsLoc=1,Virtual 90 Int/Adv Theater Jazz,Rak,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084453&classDate=9/17/2023&clsLoc=1,Virtual 90 Beg Flamenco,Korjhan,Steps on Broadway,1 hour & 30 minutes
