Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8639&classDate=11/1/2023&clsLoc=1,In-StudioNJ: Chili | HWASA (ONE DAY),Regina Lustre,Fort Lee Studio 1,1 hour & 20 minutes
ILoveDance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8599&classDate=11/1/2023&clsLoc=1,In-StudioNJ: Back For More | TXT (Part 5),Ness Martinez,Fort Lee Studio 1,1 hour & 20 minutes
