Peridance,10:00:00,Open Simonson Jazz,Cancelled Today,none,2023-11-27,Jazz
Steps,11:15:00,Adv/Beg Jazz,Pollin,none,2023-11-27,Jazz
BDC,13:30:00,Beg Jazz,Sheila Barker,none,2023-11-27,Jazz
Steps,13:30:00,Int Jazz,Lobel (4),none,2023-11-27,Jazz
BDC,15:00:00,Int Adv Jazz,Debbie Roshe,none,2023-11-27,Jazz
Steps,15:00:00,Int Jazz,"Lee, A.",none,2023-11-27,Jazz
Cre8ivity NJ,17:30:00,Int Comm Jazz Ages 9-12,Yvonne Marie Sain,none,2023-11-27,Jazz
BDC,18:00:00,Beg Comm Jazz,Joey Tierno (6),none,2023-11-27,Jazz
Steps,18:15:00,Adv/Int Jazz,Harvie,none,2023-11-27,Jazz
Cre8ivity NJ,18:30:00,Int/Adv Comm Jazz Ages 13+,Yvonne Marie Sain,none,2023-11-27,Jazz
Steps,19:00:00,Adv/Beg Jazz,"Sayampol, Plu",none,2023-11-27,Jazz
BDC,19:30:00,All Levels Burlesque Jazz,Tony Guerrero,none,2023-11-27,Jazz
Cre8ivity NJ,20:00:00,Adult Beg Comm Jazz,Yvonne Marie Sain,none,2023-11-27,Jazz
Steps,20:30:00,Int/Adv Comm Jazz,"Williams, Jason",none,2023-11-27,Jazz
