Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,Istj | Nct Dream Part 2,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8453&classDate=9/13/2023&clsLoc=1
ILD NJ,19:30:00,Cake | Itzy Part 2,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8445&classDate=9/13/2023&clsLoc=1
